feedback_id,vader_score,bert_label,final_sentiment,zone_sk,City,Date
395,0.0,neutral,neutral,2,Lyon,2021-11-30T11:06:47.000Z
396,0.0,neutral,neutral,3,Marseille,2019-05-02T13:22:43.000Z
397,0.0,neutral,neutral,3,Marseille,2021-01-27T09:33:36.000Z
398,0.0,,neutral,6,Paris,2022-01-25T19:04:40.000Z
399,0.0,neutral,neutral,4,Montpellier,2021-04-16T17:57:14.000Z
400,0.0,,neutral,4,Montpellier,2019-12-21T18:54:06.000Z
401,0.0,,neutral,6,Paris,2021-12-06T02:23:43.000Z
402,0.0,,neutral,1,Lille,2021-08-29T05:44:28.000Z
403,0.0,,neutral,3,Marseille,2021-12-30T21:57:10.000Z
404,0.0,,neutral,6,Paris,2026-01-29T19:44:31.000Z
405,0.0,neutral,neutral,6,Paris,2019-12-25T21:50:09.000Z
406,0.0,neutral,neutral,2,Lyon,2026-01-06T08:02:09.000Z
407,0.0,,neutral,4,Montpellier,2021-07-17T15:40:01.000Z
408,0.0,,neutral,1,Lille,2021-10-07T08:46:36.000Z
409,0.0,,neutral,5,Nice,2019-08-13T15:39:54.000Z
410,0.0,negative,negative,6,Paris,2019-12-06T13:18:07.000Z
411,0.0,,neutral,1,Lille,2021-07-17T09:40:04.000Z
412,0.0,,neutral,5,Nice,2021-02-09T19:14:22.000Z
413,0.0,,neutral,2,Lyon,2022-01-06T08:02:09.000Z
414,0.0,,neutral,1,Lille,2022-01-05T14:09:00.000Z
415,0.0,,neutral,5,Nice,2019-02-09T19:14:22.000Z
416,0.0,,neutral,3,Marseille,2019-06-04T10:44:29.000Z
417,0.0,,neutral,5,Nice,2019-07-03T16:50:51.000Z
418,0.0,neutral,neutral,2,Lyon,2019-10-06T18:52:40.000Z
419,0.0,,neutral,0,Bordeaux,2021-09-27T11:12:49.000Z
420,0.0,,neutral,4,Montpellier,2021-09-22T10:45:24.000Z
421,0.0,,neutral,3,Marseille,2019-06-23T00:20:29.000Z
422,0.0,,neutral,5,Nice,2021-06-05T14:13:33.000Z
423,0.0,negative,negative,2,Lyon,2019-10-10T12:07:36.000Z
424,0.0,,neutral,3,Marseille,2021-06-04T10:44:29.000Z
425,0.0,,neutral,5,Nice,2021-07-03T16:50:51.000Z
426,0.0,neutral,neutral,4,Montpellier,2020-07-20T20:49:15.000Z
427,0.0,,neutral,5,Nice,2019-06-05T14:13:33.000Z
428,0.0,,neutral,2,Lyon,2019-11-30T11:06:47.000Z
429,0.0,,neutral,6,Paris,2019-12-13T10:11:52.000Z
430,-0.6597,negative,negative,3,Marseille,2019-12-17T14:19:45.000Z
431,-0.5719,,negative,2,Lyon,2019-12-03T23:19:50.000Z
432,0.0,neutral,neutral,2,Lyon,2021-10-18T17:50:27.000Z
433,0.0,neutral,neutral,2,Lyon,2019-10-07T08:34:44.000Z
434,0.0,,neutral,4,Montpellier,2021-05-14T09:14:09.000Z
435,0.0,neutral,neutral,6,Paris,2021-12-25T21:50:09.000Z
436,0.0,,neutral,6,Paris,2021-12-13T10:11:52.000Z
437,0.0,,neutral,6,Paris,2019-12-06T02:23:43.000Z
438,0.0,,neutral,5,Nice,2019-02-21T08:13:19.000Z
439,0.0,,neutral,3,Marseille,2019-09-09T18:18:17.000Z
440,0.0,,neutral,5,Nice,2019-09-17T08:24:54.000Z
441,-0.128,,negative,6,Paris,2019-11-14T15:23:07.000Z
442,0.0,,neutral,1,Lille,2021-12-26T20:13:44.000Z
443,0.0,,neutral,4,Montpellier,2020-04-02T15:51:15.000Z
444,0.0,,neutral,3,Marseille,2021-09-09T18:18:17.000Z
445,0.0,,neutral,6,Paris,2026-01-29T15:51:07.000Z
446,0.0,neutral,neutral,6,Paris,2019-06-19T15:44:46.000Z
447,0.0,neutral,neutral,3,Marseille,2019-06-28T09:27:44.000Z
448,0.0,,neutral,0,Bordeaux,2021-12-04T17:12:21.000Z
449,0.0,,neutral,3,Marseille,2019-03-07T04:15:40.000Z
450,0.0,,neutral,1,Lille,2021-09-01T08:47:36.000Z
451,0.0,,neutral,6,Paris,2019-10-23T20:48:41.000Z
452,0.0,neutral,neutral,6,Paris,2021-12-09T12:25:02.000Z
453,0.0,,neutral,6,Paris,2019-11-27T10:30:08.000Z
454,0.0,,neutral,2,Lyon,2019-11-26T10:07:44.000Z
455,0.0,,neutral,2,Lyon,2021-10-15T09:47:43.000Z
456,0.0,,neutral,1,Lille,2021-12-16T08:52:52.000Z
457,0.0,neutral,neutral,3,Marseille,2021-04-04T18:27:47.000Z
458,0.0,neutral,neutral,6,Paris,2019-10-30T15:36:12.000Z
459,0.0,,neutral,6,Paris,2026-01-16T09:44:08.000Z
460,0.0,,neutral,3,Marseille,2019-10-08T18:03:53.000Z
461,0.0,,neutral,3,Marseille,2019-06-24T15:34:43.000Z
462,0.0,,neutral,1,Lille,2021-10-28T17:15:20.000Z
463,0.0,,neutral,4,Montpellier,2020-07-03T09:48:37.000Z
464,0.0,,neutral,6,Paris,2026-01-15T09:31:57.000Z
465,0.0,,neutral,4,Montpellier,2021-01-31T15:08:30.000Z
466,0.0,,neutral,4,Montpellier,2020-09-23T17:06:09.000Z
467,0.0,,neutral,5,Nice,2019-04-23T00:16:25.000Z
468,0.0,,neutral,4,Montpellier,2020-01-31T18:27:40.000Z
469,0.0,,neutral,1,Lille,2021-07-11T07:01:53.000Z
470,0.0,,neutral,1,Lille,2021-02-16T09:27:21.000Z
471,0.0,neutral,neutral,6,Paris,2026-01-09T08:26:21.000Z
472,0.0,,neutral,3,Marseille,2026-01-25T12:13:46.000Z
473,0.0,,neutral,6,Paris,2021-11-27T10:30:08.000Z
474,0.0,,neutral,6,Paris,2021-12-19T21:23:21.000Z
475,0.0,,neutral,2,Lyon,2021-11-30T23:37:01.000Z
476,0.0,,neutral,3,Marseille,2021-06-10T14:24:55.000Z
477,0.0,,neutral,4,Montpellier,2019-12-16T15:46:33.000Z
478,0.0,positive,positive,6,Paris,2019-12-09T15:19:13.000Z
479,0.0,,neutral,1,Lille,2021-04-05T18:16:30.000Z
480,0.0,neutral,neutral,6,Paris,2019-08-19T15:55:52.000Z
481,0.0,,neutral,6,Paris,2021-10-29T15:16:54.000Z
482,0.0,,neutral,4,Montpellier,2021-05-08T13:25:57.000Z
483,0.0,,neutral,1,Lille,2021-06-24T15:33:42.000Z
484,-0.3612,,negative,5,Nice,2019-06-27T11:10:46.000Z
485,0.0,,neutral,3,Marseille,2019-11-21T08:59:06.000Z
486,0.0,neutral,neutral,4,Montpellier,2021-07-21T23:33:27.000Z
487,0.0,neutral,neutral,4,Montpellier,2021-05-09T06:13:39.000Z
488,0.0,,neutral,2,Lyon,2019-07-03T08:51:17.000Z
489,0.0,,neutral,4,Montpellier,2021-08-18T17:11:36.000Z
490,0.0,,neutral,3,Marseille,2019-10-01T14:14:45.000Z
491,0.0,,neutral,5,Nice,2019-03-04T19:43:43.000Z
492,0.0,,neutral,3,Marseille,2021-10-01T14:14:45.000Z
493,0.0,,neutral,6,Paris,2019-12-30T12:06:52.000Z
494,0.0,neutral,neutral,6,Paris,2026-01-05T20:46:55.000Z
495,0.0,negative,negative,3,Marseille,2019-07-09T14:28:13.000Z
496,0.0,negative,negative,6,Paris,2026-01-19T07:36:57.000Z
497,0.0,,neutral,6,Paris,2019-12-19T21:23:21.000Z
498,0.0,,neutral,6,Paris,2019-12-16T16:07:26.000Z
499,0.0,,neutral,4,Montpellier,2021-01-21T07:55:56.000Z
500,0.0,,neutral,4,Montpellier,2020-08-02T13:55:51.000Z
501,0.0,,neutral,6,Paris,2021-12-16T16:07:26.000Z
502,0.0,neutral,neutral,4,Montpellier,2021-06-19T14:45:51.000Z
503,0.0,,neutral,6,Paris,2021-12-16T12:15:55.000Z
504,0.0,,neutral,6,Paris,2019-11-23T11:08:29.000Z
505,0.0,,neutral,3,Marseille,2019-07-03T14:47:12.000Z
506,0.0,,neutral,2,Lyon,2019-10-15T09:47:43.000Z
507,0.0,,neutral,4,Montpellier,2020-10-26T20:59:55.000Z
508,0.0,,neutral,6,Paris,2019-12-05T20:49:43.000Z
509,0.0,,neutral,2,Lyon,2019-12-04T10:42:05.000Z
510,0.0,,neutral,3,Marseille,2021-07-09T14:28:13.000Z
511,0.0,,neutral,2,Lyon,2021-10-07T09:01:33.000Z
512,0.0,,neutral,3,Marseille,2019-09-22T08:06:22.000Z
513,0.0,,neutral,3,Marseille,2021-07-18T08:19:59.000Z
514,-0.7906,negative,negative,2,Lyon,2026-01-16T13:54:06.000Z
515,0.0,neutral,neutral,1,Lille,2021-12-22T10:52:37.000Z
516,0.0,neutral,neutral,6,Paris,2021-12-05T20:49:43.000Z
517,0.0,neutral,neutral,6,Paris,2022-01-19T07:36:57.000Z
518,0.0,,neutral,3,Marseille,2021-09-22T08:06:22.000Z
519,0.0,,neutral,6,Paris,2019-07-12T13:39:18.000Z
520,0.0,,neutral,5,Nice,2019-07-01T17:54:54.000Z
521,0.0,,neutral,2,Lyon,2019-10-07T09:01:33.000Z
522,0.0,,neutral,1,Lille,2021-08-12T13:04:35.000Z
523,0.0,,neutral,1,Lille,2021-03-17T10:08:15.000Z
524,0.0,,neutral,6,Paris,2019-12-09T12:25:02.000Z
525,0.0,,neutral,1,Lille,2021-07-12T01:20:29.000Z
526,0.0,neutral,neutral,5,Nice,2021-05-05T17:51:03.000Z
527,0.0,,neutral,1,Lille,2022-01-14T01:09:38.000Z
528,0.0,,neutral,6,Paris,2021-12-17T16:36:57.000Z
529,0.0,,neutral,2,Lyon,2019-12-08T12:48:58.000Z
530,0.0,,neutral,4,Montpellier,2020-07-08T12:44:44.000Z
531,0.0,,neutral,2,Lyon,2021-11-15T20:33:57.000Z
532,0.0,,neutral,6,Paris,2019-11-03T15:52:51.000Z
533,0.0,,neutral,2,Lyon,2026-01-08T19:32:00.000Z
534,0.0,,neutral,6,Paris,2021-12-17T12:58:35.000Z
535,0.0,,neutral,1,Lille,2021-12-03T17:51:23.000Z
536,0.0,,neutral,4,Montpellier,2019-12-31T12:36:59.000Z
537,0.0,,neutral,5,Nice,2026-01-23T20:38:32.000Z
538,0.0,neutral,neutral,1,Lille,2021-05-25T12:12:27.000Z
539,0.0,neutral,neutral,4,Montpellier,2021-12-03T11:30:45.000Z
540,0.0,,neutral,1,Lille,2021-09-25T19:27:07.000Z
541,0.0,,neutral,6,Paris,2021-12-03T11:03:33.000Z
542,0.0,,neutral,1,Lille,2021-12-27T11:44:34.000Z
543,0.0,,neutral,6,Paris,2026-01-20T10:34:02.000Z
544,0.0,,neutral,1,Lille,2021-08-27T08:23:11.000Z
545,0.0,,neutral,3,Marseille,2021-08-20T06:48:37.000Z
546,0.0,,neutral,6,Paris,2019-12-17T12:58:35.000Z
547,0.0,,neutral,3,Marseille,2019-12-28T08:03:52.000Z
548,0.0,neutral,neutral,4,Montpellier,2020-01-23T09:22:46.000Z
549,0.0,,neutral,1,Lille,2022-01-14T13:32:45.000Z
550,0.0,,neutral,0,Bordeaux,2021-05-30T17:48:33.000Z
551,0.0,,neutral,6,Paris,2019-12-14T18:48:32.000Z
552,0.0,,neutral,6,Paris,2019-06-17T00:16:57.000Z
553,0.0,neutral,neutral,6,Paris,2022-01-25T20:43:56.000Z
554,0.0,,neutral,6,Paris,2021-11-17T13:13:23.000Z
555,0.0,,neutral,3,Marseille,2021-06-07T12:07:21.000Z
556,0.0,,neutral,2,Lyon,2022-01-27T19:35:38.000Z
557,0.0,,neutral,6,Paris,2026-01-25T20:43:56.000Z
558,0.0,neutral,neutral,1,Lille,2021-08-26T17:35:17.000Z
559,0.0,neutral,neutral,5,Nice,2019-07-07T18:31:20.000Z
560,0.0,,neutral,4,Montpellier,2021-03-02T15:16:06.000Z
561,0.0,,neutral,6,Paris,2026-01-11T22:14:04.000Z
562,0.0,,neutral,6,Paris,2019-11-17T13:13:23.000Z
563,0.0,,neutral,2,Lyon,2026-01-27T19:35:38.000Z
564,0.0,,neutral,1,Lille,2021-02-08T01:27:57.000Z
565,0.0,,neutral,2,Lyon,2019-11-24T15:36:39.000Z
566,0.0,,neutral,3,Marseille,2019-11-20T14:44:05.000Z
567,0.0,,neutral,6,Paris,2026-01-06T19:29:07.000Z
568,0.0,,neutral,3,Marseille,2019-06-15T15:37:04.000Z
569,0.0,neutral,neutral,6,Paris,2021-11-06T13:21:04.000Z
570,0.0,,neutral,5,Nice,2019-07-25T08:44:33.000Z
571,0.0,,neutral,6,Paris,2021-12-08T17:46:13.000Z
572,0.0,positive,positive,6,Paris,2019-12-09T20:25:30.000Z
573,0.0,,neutral,0,Bordeaux,2022-01-29T14:09:01.000Z
574,0.0,,neutral,1,Lille,2021-12-19T09:50:28.000Z
575,0.0,,neutral,5,Nice,2021-07-25T08:44:33.000Z
576,0.0,,neutral,1,Lille,2021-06-13T12:50:13.000Z
577,0.0,negative,negative,2,Lyon,2026-01-10T22:01:29.000Z
578,0.0,,neutral,4,Montpellier,2021-02-08T17:50:40.000Z
579,0.0,,neutral,1,Lille,2021-12-17T11:58:08.000Z
580,0.0,,neutral,5,Nice,2019-10-21T12:35:05.000Z
581,0.0,,neutral,2,Lyon,2022-01-10T22:01:29.000Z
582,0.4767,,positive,2,Lyon,2019-10-18T09:14:56.000Z
583,0.0,neutral,neutral,1,Lille,2022-01-07T14:51:40.000Z
584,0.0,,neutral,6,Paris,2019-06-28T09:40:23.000Z
585,0.0,,neutral,2,Lyon,2019-11-28T11:10:25.000Z
586,0.0,neutral,neutral,4,Montpellier,2021-11-19T20:47:16.000Z
587,0.0,,neutral,1,Lille,2021-10-12T22:07:25.000Z
588,0.0,,neutral,4,Montpellier,2021-11-07T18:57:09.000Z
589,0.0,,neutral,2,Lyon,2021-11-28T11:10:25.000Z
590,0.0,,neutral,6,Paris,2021-10-29T12:16:04.000Z
591,0.0,neutral,neutral,6,Paris,2019-08-22T21:13:09.000Z
592,0.0,,neutral,3,Marseille,2019-09-11T09:59:43.000Z
593,0.0,,neutral,6,Paris,2019-06-19T11:34:18.000Z
594,0.0,,neutral,6,Paris,2026-01-05T20:22:03.000Z
595,0.0,,neutral,6,Paris,2019-11-24T08:43:16.000Z
596,0.0,,neutral,6,Paris,2021-12-02T10:56:42.000Z
597,0.0,,neutral,5,Nice,2021-10-25T19:50:20.000Z
598,0.0,,neutral,4,Montpellier,2021-11-06T10:46:19.000Z
599,0.0,neutral,neutral,4,Montpellier,2020-04-03T11:09:59.000Z
600,0.0,,neutral,6,Paris,2019-05-15T09:45:04.000Z
601,0.0,,neutral,4,Montpellier,2021-09-15T11:59:35.000Z
602,0.0,,neutral,3,Marseille,2026-01-22T01:57:19.000Z
603,0.0,,neutral,6,Paris,2019-10-12T09:45:10.000Z
604,0.0,neutral,neutral,1,Lille,2021-05-31T07:18:56.000Z
605,0.0,,neutral,5,Nice,2019-11-07T11:26:23.000Z
606,0.0,,neutral,2,Lyon,2019-11-13T00:13:26.000Z
607,0.0,,neutral,6,Paris,2026-01-14T20:40:31.000Z
608,0.0,negative,negative,2,Lyon,2019-12-08T16:29:51.000Z
609,0.0,,neutral,4,Montpellier,2020-10-15T19:51:25.000Z
610,0.0,,neutral,5,Nice,2021-10-01T07:49:52.000Z
611,0.0,,neutral,5,Nice,2021-11-07T11:26:23.000Z
612,0.0,,neutral,5,Nice,2019-10-25T19:50:20.000Z
613,0.0,,neutral,5,Nice,2019-10-01T07:49:52.000Z
614,0.0,,neutral,3,Marseille,2019-09-22T09:14:53.000Z
615,0.4215,,positive,5,Nice,2019-08-06T12:26:11.000Z
616,0.0,neutral,neutral,3,Marseille,2021-09-22T09:14:53.000Z
617,0.0,,neutral,6,Paris,2022-01-05T20:22:03.000Z
618,0.0,neutral,neutral,2,Lyon,2026-01-28T09:54:53.000Z
619,0.0,neutral,neutral,1,Lille,2021-09-14T19:24:32.000Z
620,0.0,,neutral,6,Paris,2019-12-05T21:26:54.000Z
621,0.0,,neutral,1,Lille,2021-08-20T16:27:21.000Z
622,0.0,,neutral,2,Lyon,2019-11-28T22:30:40.000Z
623,0.0,,neutral,2,Lyon,2021-10-30T20:35:54.000Z
624,0.0,,neutral,1,Lille,2021-08-04T08:00:14.000Z
625,0.0,neutral,neutral,1,Lille,2021-10-03T18:04:46.000Z
626,0.0,neutral,neutral,0,Bordeaux,2021-08-23T20:05:36.000Z
627,0.0,negative,negative,3,Marseille,2019-08-24T06:39:05.000Z
628,0.0,,neutral,3,Marseille,2021-05-27T21:53:27.000Z
629,0.0,neutral,neutral,5,Nice,2022-01-13T16:06:05.000Z
630,0.0,,neutral,1,Lille,2021-08-26T17:38:35.000Z
631,0.0,,neutral,6,Paris,2021-12-05T21:26:54.000Z
632,0.0,,neutral,6,Paris,2026-01-22T12:23:45.000Z
633,0.0,,neutral,3,Marseille,2021-10-03T14:37:53.000Z
634,0.0,neutral,neutral,2,Lyon,2021-12-02T18:22:25.000Z
635,0.0,,neutral,4,Montpellier,2020-05-13T20:06:07.000Z
636,0.0,neutral,neutral,5,Nice,2019-12-17T08:51:52.000Z
637,0.0,neutral,neutral,6,Paris,2022-01-13T18:10:29.000Z
638,0.0,,neutral,2,Lyon,2019-12-05T08:09:53.000Z
639,0.0,,neutral,5,Nice,2019-07-18T12:33:04.000Z
640,0.0,neutral,neutral,2,Lyon,2019-12-05T20:05:10.000Z
641,0.0,,neutral,1,Lille,2021-09-04T16:10:35.000Z
642,0.0,positive,positive,2,Lyon,2019-11-26T00:05:30.000Z
643,0.0,,neutral,6,Paris,2019-12-16T15:24:51.000Z
644,0.0,neutral,neutral,2,Lyon,2021-12-05T20:05:10.000Z
645,0.0,neutral,neutral,2,Lyon,2021-11-18T19:44:05.000Z
646,0.0,,neutral,6,Paris,2026-01-26T12:28:53.000Z
647,0.0,,neutral,4,Montpellier,2020-01-18T16:24:50.000Z
648,0.0,,neutral,2,Lyon,2019-11-04T13:45:41.000Z
649,0.0,,neutral,2,Lyon,2019-12-02T23:34:27.000Z
650,0.0,,neutral,1,Lille,2021-07-12T14:00:19.000Z
651,0.0,,neutral,6,Paris,2019-07-17T15:58:35.000Z
652,0.0,neutral,neutral,6,Paris,2019-02-17T20:11:49.000Z
653,0.0,,neutral,3,Marseille,2026-01-19T23:28:56.000Z
654,0.0,,neutral,2,Lyon,2021-12-02T23:34:27.000Z
655,0.0,,neutral,6,Paris,2019-12-17T12:25:38.000Z
656,0.0,,neutral,6,Paris,2019-06-18T13:30:53.000Z
657,0.0,,neutral,6,Paris,2026-01-13T18:10:29.000Z
658,0.0,,neutral,0,Bordeaux,2021-06-15T00:07:26.000Z
659,0.0,,neutral,3,Marseille,2019-08-18T13:31:43.000Z
660,0.0,,neutral,1,Lille,2021-10-14T07:48:44.000Z
661,0.0,,neutral,6,Paris,2026-01-20T20:12:06.000Z
662,0.0,,neutral,4,Montpellier,2021-12-23T10:15:03.000Z
663,0.0,,neutral,3,Marseille,2021-08-18T13:31:43.000Z
664,0.0,,neutral,2,Lyon,2021-12-05T08:09:53.000Z
665,0.0,,neutral,6,Paris,2026-01-29T10:11:18.000Z
666,0.0,neutral,neutral,6,Paris,2022-01-20T20:12:06.000Z
667,0.0,,neutral,4,Montpellier,2021-04-29T09:44:42.000Z
668,0.0,,neutral,1,Lille,2021-06-24T18:50:32.000Z
669,0.0,,neutral,2,Lyon,2021-10-14T18:03:51.000Z
670,0.0,,neutral,2,Lyon,2021-12-24T11:34:20.000Z
671,0.0,neutral,neutral,2,Lyon,2019-10-01T14:54:42.000Z
672,0.0,negative,negative,6,Paris,2019-11-17T00:58:25.000Z
673,0.0,negative,negative,3,Marseille,2019-07-08T07:43:25.000Z
674,0.0,,neutral,5,Nice,2021-08-07T09:34:59.000Z
675,-0.6597,,negative,5,Nice,2024-12-28T23:47:55.000Z
676,0.0,negative,negative,6,Paris,2019-12-18T06:33:02.000Z
677,0.0,,neutral,5,Nice,2021-07-18T12:33:04.000Z
678,0.0,neutral,neutral,2,Lyon,2019-11-18T19:44:05.000Z
679,0.0,,neutral,4,Montpellier,2021-12-31T20:18:50.000Z
680,0.0,,neutral,4,Montpellier,2021-06-06T17:33:25.000Z
681,0.0,,neutral,3,Marseille,2019-10-03T14:37:53.000Z
682,0.0,,neutral,6,Paris,2021-12-17T12:25:38.000Z
683,0.0,,neutral,6,Paris,2021-11-17T00:58:25.000Z
684,0.0,neutral,neutral,5,Nice,2019-04-09T06:06:48.000Z
685,0.0,,neutral,1,Lille,2021-07-08T12:42:58.000Z
686,0.0,,neutral,6,Paris,2019-12-22T18:17:51.000Z
687,0.0,,neutral,2,Lyon,2019-12-13T12:55:39.000Z
688,0.0,,neutral,2,Lyon,2021-12-13T12:55:39.000Z
689,0.0,,neutral,6,Paris,2019-12-16T12:58:15.000Z
690,-0.3612,,negative,6,Paris,2019-11-02T14:55:25.000Z
691,0.0,neutral,neutral,1,Lille,2022-01-21T11:01:11.000Z
692,0.0,,neutral,3,Marseille,2019-09-05T16:39:26.000Z
693,0.0,,neutral,6,Paris,2021-12-16T12:58:15.000Z
694,0.0,,neutral,2,Lyon,2019-12-09T09:31:54.000Z
695,0.0,negative,negative,5,Nice,2019-05-01T15:14:09.000Z
696,0.0,positive,positive,3,Marseille,2019-09-09T17:18:49.000Z
697,0.0,neutral,neutral,5,Nice,2019-10-17T12:53:34.000Z
698,0.0,,neutral,3,Marseille,2019-09-21T17:35:04.000Z
699,0.0,neutral,neutral,1,Lille,2021-09-06T16:30:05.000Z
700,0.0,,neutral,4,Montpellier,2021-01-29T12:02:52.000Z
701,0.0,,neutral,5,Nice,2019-10-12T09:51:29.000Z
702,0.0,,neutral,5,Nice,2021-10-12T09:51:29.000Z
703,0.0,negative,negative,2,Lyon,2019-11-03T18:44:22.000Z
704,0.0,,neutral,5,Nice,2021-05-01T15:14:09.000Z
705,0.0,,neutral,1,Lille,2021-07-04T08:11:50.000Z
706,0.0,,neutral,3,Marseille,2019-06-14T09:48:33.000Z
707,0.0,,neutral,4,Montpellier,2019-12-02T16:58:16.000Z
708,0.0,,neutral,1,Lille,2021-12-11T09:29:33.000Z
709,0.0,,neutral,6,Paris,2019-11-20T09:59:53.000Z
710,0.0,,neutral,6,Paris,2026-01-15T08:58:18.000Z
711,0.0,,neutral,6,Paris,2019-12-05T10:54:08.000Z
712,0.0,,neutral,6,Paris,2021-12-05T10:54:08.000Z
713,0.0,,neutral,6,Paris,2026-01-23T13:41:44.000Z
714,0.0,,neutral,5,Nice,2019-01-05T18:08:54.000Z
715,0.0,,neutral,5,Nice,2021-09-16T13:05:57.000Z
716,0.0,,neutral,5,Nice,2021-07-12T05:25:28.000Z
717,0.0,,neutral,2,Lyon,2021-09-27T17:07:15.000Z
718,0.0,,neutral,1,Lille,2021-08-21T14:15:08.000Z
719,0.0,neutral,neutral,6,Paris,2019-07-04T11:16:48.000Z
720,0.0,,neutral,1,Lille,2021-09-11T14:59:22.000Z
721,0.0,,neutral,6,Paris,2021-10-27T13:19:16.000Z
722,0.0,,neutral,2,Lyon,2026-01-17T14:31:07.000Z
723,0.0,negative,negative,6,Paris,2019-10-27T13:19:16.000Z
724,0.0,,neutral,3,Marseille,2019-09-24T08:34:23.000Z
725,0.0,neutral,neutral,3,Marseille,2021-09-24T08:34:23.000Z
726,0.0,,neutral,5,Nice,2019-07-15T12:24:54.000Z
727,0.0,,neutral,2,Lyon,2022-01-17T14:31:07.000Z
728,0.2263,,positive,5,Nice,2019-09-16T13:05:57.000Z
729,-0.6597,,negative,2,Lyon,2019-10-07T09:09:34.000Z
730,0.0,neutral,neutral,3,Marseille,2021-03-14T09:39:47.000Z
731,0.0,,neutral,5,Nice,2021-02-17T19:43:03.000Z
732,0.0,,neutral,5,Nice,2019-11-29T09:36:19.000Z
733,0.0,,neutral,6,Paris,2022-01-01T13:12:37.000Z
734,0.0,,neutral,1,Lille,2021-05-25T15:27:41.000Z
735,0.0,,neutral,1,Lille,2022-01-27T16:46:04.000Z
736,0.0,,neutral,2,Lyon,2021-10-07T09:09:34.000Z
737,0.0,neutral,neutral,1,Lille,2021-12-03T18:29:07.000Z
738,0.0,,neutral,4,Montpellier,2021-06-03T22:59:43.000Z
739,0.0,neutral,neutral,6,Paris,2026-01-01T13:12:37.000Z
740,-0.5267,negative,negative,5,Nice,2019-07-12T05:25:28.000Z
741,0.0,neutral,neutral,6,Paris,2026-01-12T13:31:34.000Z
742,0.0,,neutral,2,Lyon,2019-12-08T20:07:56.000Z
743,0.0,,neutral,4,Montpellier,2020-07-27T12:42:05.000Z
744,0.0,,neutral,5,Nice,2019-06-16T09:32:23.000Z
745,-0.296,,negative,6,Paris,2026-01-14T18:59:50.000Z
746,0.0,,neutral,6,Paris,2019-12-04T14:59:05.000Z
747,0.0,,neutral,6,Paris,2021-11-09T22:14:37.000Z
748,0.0,,neutral,1,Lille,2021-11-17T14:47:46.000Z
749,0.0,,neutral,6,Paris,2019-11-09T22:14:37.000Z
750,0.0,,neutral,2,Lyon,2021-09-04T16:17:07.000Z
751,0.0,neutral,neutral,6,Paris,2022-01-22T12:10:50.000Z
752,0.0,,neutral,6,Paris,2021-11-19T10:43:06.000Z
753,0.0,,neutral,6,Paris,2026-01-15T18:31:13.000Z
754,0.0,,neutral,1,Lille,2021-10-21T12:38:59.000Z
755,0.0,,neutral,2,Lyon,2026-01-10T13:07:21.000Z
756,0.0,neutral,neutral,1,Lille,2021-12-10T17:09:45.000Z
757,0.0,,neutral,6,Paris,2026-01-26T19:57:19.000Z
758,0.0,,neutral,6,Paris,2019-11-19T10:43:06.000Z
759,0.0,neutral,neutral,6,Paris,2022-01-26T19:57:19.000Z
760,0.0,,neutral,4,Montpellier,2020-04-16T06:31:28.000Z
761,0.0,,neutral,3,Marseille,2019-09-02T11:20:10.000Z
762,0.0,,neutral,6,Paris,2026-01-22T12:10:50.000Z
763,0.0,neutral,neutral,5,Nice,2021-02-20T18:17:19.000Z
764,0.0,,neutral,5,Nice,2021-02-18T11:33:18.000Z
765,0.0,,neutral,2,Lyon,2019-02-28T08:20:27.000Z
766,0.0,,neutral,1,Lille,2021-10-09T20:48:12.000Z
767,0.0,,neutral,5,Nice,2019-02-18T11:33:18.000Z
768,0.0,neutral,neutral,1,Lille,2021-12-07T17:50:29.000Z
769,0.0,negative,negative,5,Nice,2019-02-20T18:17:19.000Z
770,0.0,,neutral,1,Lille,2021-07-10T15:38:43.000Z
771,0.0,negative,negative,2,Lyon,2026-01-30T11:37:32.000Z
772,0.0,,neutral,6,Paris,2026-01-15T18:03:48.000Z
