"time_sk","time_code","date","heure","jour","mois","annee","jour_semaine","weekend","periode"
"7158","20191026_50000_H","2019-10-26","05:00:00","26","10","2019","6","1","hors_pointe"
"7159","20191026_60000_H","2019-10-26","06:00:00","26","10","2019","6","1","hors_pointe"
"7160","20191026_70000_P","2019-10-26","07:00:00","26","10","2019","6","1","pointe"
"7161","20191026_80000_P","2019-10-26","08:00:00","26","10","2019","6","1","pointe"
"7162","20191026_90000_P","2019-10-26","09:00:00","26","10","2019","6","1","pointe"
"7163","20191026_100000_H","2019-10-26","10:00:00","26","10","2019","6","1","hors_pointe"
"7164","20191026_110000_H","2019-10-26","11:00:00","26","10","2019","6","1","hors_pointe"
"7165","20191026_120000_H","2019-10-26","12:00:00","26","10","2019","6","1","hors_pointe"
"7166","20191026_130000_H","2019-10-26","13:00:00","26","10","2019","6","1","hors_pointe"
"7167","20191026_140000_H","2019-10-26","14:00:00","26","10","2019","6","1","hors_pointe"
"7168","20191026_150000_H","2019-10-26","15:00:00","26","10","2019","6","1","hors_pointe"
"7169","20191026_160000_H","2019-10-26","16:00:00","26","10","2019","6","1","hors_pointe"
"7170","20191026_170000_P","2019-10-26","17:00:00","26","10","2019","6","1","pointe"
"7171","20191026_180000_P","2019-10-26","18:00:00","26","10","2019","6","1","pointe"
"7172","20191026_190000_P","2019-10-26","19:00:00","26","10","2019","6","1","pointe"
"7173","20191026_200000_H","2019-10-26","20:00:00","26","10","2019","6","1","hors_pointe"
"7174","20191026_210000_H","2019-10-26","21:00:00","26","10","2019","6","1","hors_pointe"
"7175","20191026_220000_H","2019-10-26","22:00:00","26","10","2019","6","1","hors_pointe"
"7176","20191026_230000_H","2019-10-26","23:00:00","26","10","2019","6","1","hors_pointe"
"7177","20191027_00_H","2019-10-27","00:00:00","27","10","2019","7","1","hors_pointe"
"7178","20191027_10000_H","2019-10-27","01:00:00","27","10","2019","7","1","hors_pointe"
"7179","20191027_20000_H","2019-10-27","02:00:00","27","10","2019","7","1","hors_pointe"
"7180","20191027_30000_H","2019-10-27","03:00:00","27","10","2019","7","1","hors_pointe"
"7181","20191027_40000_H","2019-10-27","04:00:00","27","10","2019","7","1","hors_pointe"
"7182","20191027_50000_H","2019-10-27","05:00:00","27","10","2019","7","1","hors_pointe"
"7183","20191027_60000_H","2019-10-27","06:00:00","27","10","2019","7","1","hors_pointe"
"7184","20191027_70000_P","2019-10-27","07:00:00","27","10","2019","7","1","pointe"
"7185","20191027_80000_P","2019-10-27","08:00:00","27","10","2019","7","1","pointe"
"7186","20191027_90000_P","2019-10-27","09:00:00","27","10","2019","7","1","pointe"
"7187","20191027_100000_H","2019-10-27","10:00:00","27","10","2019","7","1","hors_pointe"
"7188","20191027_110000_H","2019-10-27","11:00:00","27","10","2019","7","1","hors_pointe"
"7189","20191027_120000_H","2019-10-27","12:00:00","27","10","2019","7","1","hors_pointe"
"7190","20191027_130000_H","2019-10-27","13:00:00","27","10","2019","7","1","hors_pointe"
"7191","20191027_140000_H","2019-10-27","14:00:00","27","10","2019","7","1","hors_pointe"
"7192","20191027_150000_H","2019-10-27","15:00:00","27","10","2019","7","1","hors_pointe"
"7193","20191027_160000_H","2019-10-27","16:00:00","27","10","2019","7","1","hors_pointe"
"7194","20191027_170000_P","2019-10-27","17:00:00","27","10","2019","7","1","pointe"
"7195","20191027_180000_P","2019-10-27","18:00:00","27","10","2019","7","1","pointe"
"7196","20191027_190000_P","2019-10-27","19:00:00","27","10","2019","7","1","pointe"
"7197","20191027_200000_H","2019-10-27","20:00:00","27","10","2019","7","1","hors_pointe"
"7198","20191027_210000_H","2019-10-27","21:00:00","27","10","2019","7","1","hors_pointe"
"7199","20191027_220000_H","2019-10-27","22:00:00","27","10","2019","7","1","hors_pointe"
"7200","20191027_230000_H","2019-10-27","23:00:00","27","10","2019","7","1","hors_pointe"
"7201","20191028_00_H","2019-10-28","00:00:00","28","10","2019","1","0","hors_pointe"
"7202","20191028_10000_H","2019-10-28","01:00:00","28","10","2019","1","0","hors_pointe"
"7203","20191028_20000_H","2019-10-28","02:00:00","28","10","2019","1","0","hors_pointe"
"7204","20191028_30000_H","2019-10-28","03:00:00","28","10","2019","1","0","hors_pointe"
"7205","20191028_40000_H","2019-10-28","04:00:00","28","10","2019","1","0","hors_pointe"
"7206","20191028_50000_H","2019-10-28","05:00:00","28","10","2019","1","0","hors_pointe"
"7207","20191028_60000_H","2019-10-28","06:00:00","28","10","2019","1","0","hors_pointe"
"7208","20191028_70000_P","2019-10-28","07:00:00","28","10","2019","1","0","pointe"
"7209","20191028_80000_P","2019-10-28","08:00:00","28","10","2019","1","0","pointe"
"7210","20191028_90000_P","2019-10-28","09:00:00","28","10","2019","1","0","pointe"
"7211","20191028_100000_H","2019-10-28","10:00:00","28","10","2019","1","0","hors_pointe"
"7212","20191028_110000_H","2019-10-28","11:00:00","28","10","2019","1","0","hors_pointe"
"7213","20191028_120000_H","2019-10-28","12:00:00","28","10","2019","1","0","hors_pointe"
"7214","20191028_130000_H","2019-10-28","13:00:00","28","10","2019","1","0","hors_pointe"
"7215","20191028_140000_H","2019-10-28","14:00:00","28","10","2019","1","0","hors_pointe"
"7216","20191028_150000_H","2019-10-28","15:00:00","28","10","2019","1","0","hors_pointe"
"7217","20191028_160000_H","2019-10-28","16:00:00","28","10","2019","1","0","hors_pointe"
"7218","20191028_170000_P","2019-10-28","17:00:00","28","10","2019","1","0","pointe"
"7219","20191028_180000_P","2019-10-28","18:00:00","28","10","2019","1","0","pointe"
"7220","20191028_190000_P","2019-10-28","19:00:00","28","10","2019","1","0","pointe"
"7221","20191028_200000_H","2019-10-28","20:00:00","28","10","2019","1","0","hors_pointe"
"7222","20191028_210000_H","2019-10-28","21:00:00","28","10","2019","1","0","hors_pointe"
"7223","20191028_220000_H","2019-10-28","22:00:00","28","10","2019","1","0","hors_pointe"
"7224","20191028_230000_H","2019-10-28","23:00:00","28","10","2019","1","0","hors_pointe"
"7225","20191029_00_H","2019-10-29","00:00:00","29","10","2019","2","0","hors_pointe"
"7226","20191029_10000_H","2019-10-29","01:00:00","29","10","2019","2","0","hors_pointe"
"7227","20191029_20000_H","2019-10-29","02:00:00","29","10","2019","2","0","hors_pointe"
"7228","20191029_30000_H","2019-10-29","03:00:00","29","10","2019","2","0","hors_pointe"
"7229","20191029_40000_H","2019-10-29","04:00:00","29","10","2019","2","0","hors_pointe"
"7230","20191029_50000_H","2019-10-29","05:00:00","29","10","2019","2","0","hors_pointe"
"7231","20191029_60000_H","2019-10-29","06:00:00","29","10","2019","2","0","hors_pointe"
"7232","20191029_70000_P","2019-10-29","07:00:00","29","10","2019","2","0","pointe"
"7233","20191029_80000_P","2019-10-29","08:00:00","29","10","2019","2","0","pointe"
"7234","20191029_90000_P","2019-10-29","09:00:00","29","10","2019","2","0","pointe"
"7235","20191029_100000_H","2019-10-29","10:00:00","29","10","2019","2","0","hors_pointe"
"7236","20191029_110000_H","2019-10-29","11:00:00","29","10","2019","2","0","hors_pointe"
"7237","20191029_120000_H","2019-10-29","12:00:00","29","10","2019","2","0","hors_pointe"
"7238","20191029_130000_H","2019-10-29","13:00:00","29","10","2019","2","0","hors_pointe"
"7239","20191029_140000_H","2019-10-29","14:00:00","29","10","2019","2","0","hors_pointe"
"7240","20191029_150000_H","2019-10-29","15:00:00","29","10","2019","2","0","hors_pointe"
"7241","20191029_160000_H","2019-10-29","16:00:00","29","10","2019","2","0","hors_pointe"
"7242","20191029_170000_P","2019-10-29","17:00:00","29","10","2019","2","0","pointe"
"7243","20191029_180000_P","2019-10-29","18:00:00","29","10","2019","2","0","pointe"
"7244","20191029_190000_P","2019-10-29","19:00:00","29","10","2019","2","0","pointe"
"7245","20191029_200000_H","2019-10-29","20:00:00","29","10","2019","2","0","hors_pointe"
"7246","20191029_210000_H","2019-10-29","21:00:00","29","10","2019","2","0","hors_pointe"
"7247","20191029_220000_H","2019-10-29","22:00:00","29","10","2019","2","0","hors_pointe"
"7248","20191029_230000_H","2019-10-29","23:00:00","29","10","2019","2","0","hors_pointe"
"7249","20191030_00_H","2019-10-30","00:00:00","30","10","2019","3","0","hors_pointe"
"7250","20191030_10000_H","2019-10-30","01:00:00","30","10","2019","3","0","hors_pointe"
"7251","20191030_20000_H","2019-10-30","02:00:00","30","10","2019","3","0","hors_pointe"
"7252","20191030_30000_H","2019-10-30","03:00:00","30","10","2019","3","0","hors_pointe"
"7253","20191030_40000_H","2019-10-30","04:00:00","30","10","2019","3","0","hors_pointe"
"7254","20191030_50000_H","2019-10-30","05:00:00","30","10","2019","3","0","hors_pointe"
"7255","20191030_60000_H","2019-10-30","06:00:00","30","10","2019","3","0","hors_pointe"
"7256","20191030_70000_P","2019-10-30","07:00:00","30","10","2019","3","0","pointe"
"7257","20191030_80000_P","2019-10-30","08:00:00","30","10","2019","3","0","pointe"
"7258","20191030_90000_P","2019-10-30","09:00:00","30","10","2019","3","0","pointe"
"7259","20191030_100000_H","2019-10-30","10:00:00","30","10","2019","3","0","hors_pointe"
"7260","20191030_110000_H","2019-10-30","11:00:00","30","10","2019","3","0","hors_pointe"
"7261","20191030_120000_H","2019-10-30","12:00:00","30","10","2019","3","0","hors_pointe"
"7262","20191030_130000_H","2019-10-30","13:00:00","30","10","2019","3","0","hors_pointe"
"7263","20191030_140000_H","2019-10-30","14:00:00","30","10","2019","3","0","hors_pointe"
"7264","20191030_150000_H","2019-10-30","15:00:00","30","10","2019","3","0","hors_pointe"
"7265","20191030_160000_H","2019-10-30","16:00:00","30","10","2019","3","0","hors_pointe"
"7266","20191030_170000_P","2019-10-30","17:00:00","30","10","2019","3","0","pointe"
"7267","20191030_180000_P","2019-10-30","18:00:00","30","10","2019","3","0","pointe"
"7268","20191030_190000_P","2019-10-30","19:00:00","30","10","2019","3","0","pointe"
"7269","20191030_200000_H","2019-10-30","20:00:00","30","10","2019","3","0","hors_pointe"
"7270","20191030_210000_H","2019-10-30","21:00:00","30","10","2019","3","0","hors_pointe"
"7271","20191030_220000_H","2019-10-30","22:00:00","30","10","2019","3","0","hors_pointe"
"7272","20191030_230000_H","2019-10-30","23:00:00","30","10","2019","3","0","hors_pointe"
"7273","20191031_00_H","2019-10-31","00:00:00","31","10","2019","4","0","hors_pointe"
"7274","20191031_10000_H","2019-10-31","01:00:00","31","10","2019","4","0","hors_pointe"
"7275","20191031_20000_H","2019-10-31","02:00:00","31","10","2019","4","0","hors_pointe"
"7276","20191031_30000_H","2019-10-31","03:00:00","31","10","2019","4","0","hors_pointe"
"7277","20191031_40000_H","2019-10-31","04:00:00","31","10","2019","4","0","hors_pointe"
"7278","20191031_50000_H","2019-10-31","05:00:00","31","10","2019","4","0","hors_pointe"
"7279","20191031_60000_H","2019-10-31","06:00:00","31","10","2019","4","0","hors_pointe"
"7280","20191031_70000_P","2019-10-31","07:00:00","31","10","2019","4","0","pointe"
"7281","20191031_80000_P","2019-10-31","08:00:00","31","10","2019","4","0","pointe"
"7282","20191031_90000_P","2019-10-31","09:00:00","31","10","2019","4","0","pointe"
"7283","20191031_100000_H","2019-10-31","10:00:00","31","10","2019","4","0","hors_pointe"
"7284","20191031_110000_H","2019-10-31","11:00:00","31","10","2019","4","0","hors_pointe"
"7285","20191031_120000_H","2019-10-31","12:00:00","31","10","2019","4","0","hors_pointe"
"7286","20191031_130000_H","2019-10-31","13:00:00","31","10","2019","4","0","hors_pointe"
"7287","20191031_140000_H","2019-10-31","14:00:00","31","10","2019","4","0","hors_pointe"
"7288","20191031_150000_H","2019-10-31","15:00:00","31","10","2019","4","0","hors_pointe"
"7289","20191031_160000_H","2019-10-31","16:00:00","31","10","2019","4","0","hors_pointe"
"7290","20191031_170000_P","2019-10-31","17:00:00","31","10","2019","4","0","pointe"
"7291","20191031_180000_P","2019-10-31","18:00:00","31","10","2019","4","0","pointe"
"7292","20191031_190000_P","2019-10-31","19:00:00","31","10","2019","4","0","pointe"
"7293","20191031_200000_H","2019-10-31","20:00:00","31","10","2019","4","0","hors_pointe"
"7294","20191031_210000_H","2019-10-31","21:00:00","31","10","2019","4","0","hors_pointe"
"7295","20191031_220000_H","2019-10-31","22:00:00","31","10","2019","4","0","hors_pointe"
"7296","20191031_230000_H","2019-10-31","23:00:00","31","10","2019","4","0","hors_pointe"
"7297","20191101_00_H","2019-11-01","00:00:00","1","11","2019","5","0","hors_pointe"
"7298","20191101_10000_H","2019-11-01","01:00:00","1","11","2019","5","0","hors_pointe"
"7299","20191101_20000_H","2019-11-01","02:00:00","1","11","2019","5","0","hors_pointe"
"7300","20191101_30000_H","2019-11-01","03:00:00","1","11","2019","5","0","hors_pointe"
"7301","20191101_40000_H","2019-11-01","04:00:00","1","11","2019","5","0","hors_pointe"
"7302","20191101_50000_H","2019-11-01","05:00:00","1","11","2019","5","0","hors_pointe"
"7303","20191101_60000_H","2019-11-01","06:00:00","1","11","2019","5","0","hors_pointe"
"7304","20191101_70000_P","2019-11-01","07:00:00","1","11","2019","5","0","pointe"
"7305","20191101_80000_P","2019-11-01","08:00:00","1","11","2019","5","0","pointe"
"7306","20191101_90000_P","2019-11-01","09:00:00","1","11","2019","5","0","pointe"
"7307","20191101_100000_H","2019-11-01","10:00:00","1","11","2019","5","0","hors_pointe"
"7308","20191101_110000_H","2019-11-01","11:00:00","1","11","2019","5","0","hors_pointe"
"7309","20191101_120000_H","2019-11-01","12:00:00","1","11","2019","5","0","hors_pointe"
"7310","20191101_130000_H","2019-11-01","13:00:00","1","11","2019","5","0","hors_pointe"
"7311","20191101_140000_H","2019-11-01","14:00:00","1","11","2019","5","0","hors_pointe"
"7312","20191101_150000_H","2019-11-01","15:00:00","1","11","2019","5","0","hors_pointe"
"7313","20191101_160000_H","2019-11-01","16:00:00","1","11","2019","5","0","hors_pointe"
"7314","20191101_170000_P","2019-11-01","17:00:00","1","11","2019","5","0","pointe"
"7315","20191101_180000_P","2019-11-01","18:00:00","1","11","2019","5","0","pointe"
"7316","20191101_190000_P","2019-11-01","19:00:00","1","11","2019","5","0","pointe"
"7317","20191101_200000_H","2019-11-01","20:00:00","1","11","2019","5","0","hors_pointe"
"7318","20191101_210000_H","2019-11-01","21:00:00","1","11","2019","5","0","hors_pointe"
"7319","20191101_220000_H","2019-11-01","22:00:00","1","11","2019","5","0","hors_pointe"
"7320","20191101_230000_H","2019-11-01","23:00:00","1","11","2019","5","0","hors_pointe"
"7321","20191102_00_H","2019-11-02","00:00:00","2","11","2019","6","1","hors_pointe"
"7322","20191102_10000_H","2019-11-02","01:00:00","2","11","2019","6","1","hors_pointe"
"7323","20191102_20000_H","2019-11-02","02:00:00","2","11","2019","6","1","hors_pointe"
"7324","20191102_30000_H","2019-11-02","03:00:00","2","11","2019","6","1","hors_pointe"
"7325","20191102_40000_H","2019-11-02","04:00:00","2","11","2019","6","1","hors_pointe"
"7326","20191102_50000_H","2019-11-02","05:00:00","2","11","2019","6","1","hors_pointe"
"7327","20191102_60000_H","2019-11-02","06:00:00","2","11","2019","6","1","hors_pointe"
"7328","20191102_70000_P","2019-11-02","07:00:00","2","11","2019","6","1","pointe"
"7329","20191102_80000_P","2019-11-02","08:00:00","2","11","2019","6","1","pointe"
"7330","20191102_90000_P","2019-11-02","09:00:00","2","11","2019","6","1","pointe"
"7331","20191102_100000_H","2019-11-02","10:00:00","2","11","2019","6","1","hors_pointe"
"7332","20191102_110000_H","2019-11-02","11:00:00","2","11","2019","6","1","hors_pointe"
"7333","20191102_120000_H","2019-11-02","12:00:00","2","11","2019","6","1","hors_pointe"
"7334","20191102_130000_H","2019-11-02","13:00:00","2","11","2019","6","1","hors_pointe"
"7335","20191102_140000_H","2019-11-02","14:00:00","2","11","2019","6","1","hors_pointe"
"7336","20191102_150000_H","2019-11-02","15:00:00","2","11","2019","6","1","hors_pointe"
"7337","20191102_160000_H","2019-11-02","16:00:00","2","11","2019","6","1","hors_pointe"
"7338","20191102_170000_P","2019-11-02","17:00:00","2","11","2019","6","1","pointe"
"7339","20191102_180000_P","2019-11-02","18:00:00","2","11","2019","6","1","pointe"
"7340","20191102_190000_P","2019-11-02","19:00:00","2","11","2019","6","1","pointe"
"7341","20191102_200000_H","2019-11-02","20:00:00","2","11","2019","6","1","hors_pointe"
"7342","20191102_210000_H","2019-11-02","21:00:00","2","11","2019","6","1","hors_pointe"
"7343","20191102_220000_H","2019-11-02","22:00:00","2","11","2019","6","1","hors_pointe"
"7344","20191102_230000_H","2019-11-02","23:00:00","2","11","2019","6","1","hors_pointe"
"7345","20191103_00_H","2019-11-03","00:00:00","3","11","2019","7","1","hors_pointe"
"7346","20191103_10000_H","2019-11-03","01:00:00","3","11","2019","7","1","hors_pointe"
"7347","20191103_20000_H","2019-11-03","02:00:00","3","11","2019","7","1","hors_pointe"
"7348","20191103_30000_H","2019-11-03","03:00:00","3","11","2019","7","1","hors_pointe"
"7349","20191103_40000_H","2019-11-03","04:00:00","3","11","2019","7","1","hors_pointe"
"7350","20191103_50000_H","2019-11-03","05:00:00","3","11","2019","7","1","hors_pointe"
"7351","20191103_60000_H","2019-11-03","06:00:00","3","11","2019","7","1","hors_pointe"
"7352","20191103_70000_P","2019-11-03","07:00:00","3","11","2019","7","1","pointe"
"7353","20191103_80000_P","2019-11-03","08:00:00","3","11","2019","7","1","pointe"
"7354","20191103_90000_P","2019-11-03","09:00:00","3","11","2019","7","1","pointe"
"7355","20191103_100000_H","2019-11-03","10:00:00","3","11","2019","7","1","hors_pointe"
"7356","20191103_110000_H","2019-11-03","11:00:00","3","11","2019","7","1","hors_pointe"
"7357","20191103_120000_H","2019-11-03","12:00:00","3","11","2019","7","1","hors_pointe"
"7358","20191103_130000_H","2019-11-03","13:00:00","3","11","2019","7","1","hors_pointe"
"7359","20191103_140000_H","2019-11-03","14:00:00","3","11","2019","7","1","hors_pointe"
"7360","20191103_150000_H","2019-11-03","15:00:00","3","11","2019","7","1","hors_pointe"
"7361","20191103_160000_H","2019-11-03","16:00:00","3","11","2019","7","1","hors_pointe"
"7362","20191103_170000_P","2019-11-03","17:00:00","3","11","2019","7","1","pointe"
"7363","20191103_180000_P","2019-11-03","18:00:00","3","11","2019","7","1","pointe"
"7364","20191103_190000_P","2019-11-03","19:00:00","3","11","2019","7","1","pointe"
"7365","20191103_200000_H","2019-11-03","20:00:00","3","11","2019","7","1","hors_pointe"
"7366","20191103_210000_H","2019-11-03","21:00:00","3","11","2019","7","1","hors_pointe"
"7367","20191103_220000_H","2019-11-03","22:00:00","3","11","2019","7","1","hors_pointe"
"7368","20191103_230000_H","2019-11-03","23:00:00","3","11","2019","7","1","hors_pointe"
"7369","20191104_00_H","2019-11-04","00:00:00","4","11","2019","1","0","hors_pointe"
"7370","20191104_10000_H","2019-11-04","01:00:00","4","11","2019","1","0","hors_pointe"
"7371","20191104_20000_H","2019-11-04","02:00:00","4","11","2019","1","0","hors_pointe"
"7372","20191104_30000_H","2019-11-04","03:00:00","4","11","2019","1","0","hors_pointe"
"7373","20191104_40000_H","2019-11-04","04:00:00","4","11","2019","1","0","hors_pointe"
"7374","20191104_50000_H","2019-11-04","05:00:00","4","11","2019","1","0","hors_pointe"
"7375","20191104_60000_H","2019-11-04","06:00:00","4","11","2019","1","0","hors_pointe"
"7376","20191104_70000_P","2019-11-04","07:00:00","4","11","2019","1","0","pointe"
"7377","20191104_80000_P","2019-11-04","08:00:00","4","11","2019","1","0","pointe"
"7378","20191104_90000_P","2019-11-04","09:00:00","4","11","2019","1","0","pointe"
"7379","20191104_100000_H","2019-11-04","10:00:00","4","11","2019","1","0","hors_pointe"
"7380","20191104_110000_H","2019-11-04","11:00:00","4","11","2019","1","0","hors_pointe"
"7381","20191104_120000_H","2019-11-04","12:00:00","4","11","2019","1","0","hors_pointe"
"7382","20191104_130000_H","2019-11-04","13:00:00","4","11","2019","1","0","hors_pointe"
"7383","20191104_140000_H","2019-11-04","14:00:00","4","11","2019","1","0","hors_pointe"
"7384","20191104_150000_H","2019-11-04","15:00:00","4","11","2019","1","0","hors_pointe"
"7385","20191104_160000_H","2019-11-04","16:00:00","4","11","2019","1","0","hors_pointe"
"7386","20191104_170000_P","2019-11-04","17:00:00","4","11","2019","1","0","pointe"
"7387","20191104_180000_P","2019-11-04","18:00:00","4","11","2019","1","0","pointe"
"7388","20191104_190000_P","2019-11-04","19:00:00","4","11","2019","1","0","pointe"
"7389","20191104_200000_H","2019-11-04","20:00:00","4","11","2019","1","0","hors_pointe"
"7390","20191104_210000_H","2019-11-04","21:00:00","4","11","2019","1","0","hors_pointe"
"7391","20191104_220000_H","2019-11-04","22:00:00","4","11","2019","1","0","hors_pointe"
"7392","20191104_230000_H","2019-11-04","23:00:00","4","11","2019","1","0","hors_pointe"
"7393","20191105_00_H","2019-11-05","00:00:00","5","11","2019","2","0","hors_pointe"
"7394","20191105_10000_H","2019-11-05","01:00:00","5","11","2019","2","0","hors_pointe"
"7395","20191105_20000_H","2019-11-05","02:00:00","5","11","2019","2","0","hors_pointe"
"7396","20191105_30000_H","2019-11-05","03:00:00","5","11","2019","2","0","hors_pointe"
"7397","20191105_40000_H","2019-11-05","04:00:00","5","11","2019","2","0","hors_pointe"
"7398","20191105_50000_H","2019-11-05","05:00:00","5","11","2019","2","0","hors_pointe"
"7399","20191105_60000_H","2019-11-05","06:00:00","5","11","2019","2","0","hors_pointe"
"7400","20191105_70000_P","2019-11-05","07:00:00","5","11","2019","2","0","pointe"
"7401","20191105_80000_P","2019-11-05","08:00:00","5","11","2019","2","0","pointe"
"7402","20191105_90000_P","2019-11-05","09:00:00","5","11","2019","2","0","pointe"
"7403","20191105_100000_H","2019-11-05","10:00:00","5","11","2019","2","0","hors_pointe"
"7404","20191105_110000_H","2019-11-05","11:00:00","5","11","2019","2","0","hors_pointe"
"7405","20191105_120000_H","2019-11-05","12:00:00","5","11","2019","2","0","hors_pointe"
"7406","20191105_130000_H","2019-11-05","13:00:00","5","11","2019","2","0","hors_pointe"
"7407","20191105_140000_H","2019-11-05","14:00:00","5","11","2019","2","0","hors_pointe"
"7408","20191105_150000_H","2019-11-05","15:00:00","5","11","2019","2","0","hors_pointe"
"7409","20191105_160000_H","2019-11-05","16:00:00","5","11","2019","2","0","hors_pointe"
"7410","20191105_170000_P","2019-11-05","17:00:00","5","11","2019","2","0","pointe"
"7411","20191105_180000_P","2019-11-05","18:00:00","5","11","2019","2","0","pointe"
"7412","20191105_190000_P","2019-11-05","19:00:00","5","11","2019","2","0","pointe"
"7413","20191105_200000_H","2019-11-05","20:00:00","5","11","2019","2","0","hors_pointe"
"7414","20191105_210000_H","2019-11-05","21:00:00","5","11","2019","2","0","hors_pointe"
"7415","20191105_220000_H","2019-11-05","22:00:00","5","11","2019","2","0","hors_pointe"
"7416","20191105_230000_H","2019-11-05","23:00:00","5","11","2019","2","0","hors_pointe"
"7417","20191106_00_H","2019-11-06","00:00:00","6","11","2019","3","0","hors_pointe"
"7418","20191106_10000_H","2019-11-06","01:00:00","6","11","2019","3","0","hors_pointe"
"7419","20191106_20000_H","2019-11-06","02:00:00","6","11","2019","3","0","hors_pointe"
"7420","20191106_30000_H","2019-11-06","03:00:00","6","11","2019","3","0","hors_pointe"
"7421","20191106_40000_H","2019-11-06","04:00:00","6","11","2019","3","0","hors_pointe"
"7422","20191106_50000_H","2019-11-06","05:00:00","6","11","2019","3","0","hors_pointe"
"7423","20191106_60000_H","2019-11-06","06:00:00","6","11","2019","3","0","hors_pointe"
"7424","20191106_70000_P","2019-11-06","07:00:00","6","11","2019","3","0","pointe"
"7425","20191106_80000_P","2019-11-06","08:00:00","6","11","2019","3","0","pointe"
"7426","20191106_90000_P","2019-11-06","09:00:00","6","11","2019","3","0","pointe"
"7427","20191106_100000_H","2019-11-06","10:00:00","6","11","2019","3","0","hors_pointe"
"7428","20191106_110000_H","2019-11-06","11:00:00","6","11","2019","3","0","hors_pointe"
"7429","20191106_120000_H","2019-11-06","12:00:00","6","11","2019","3","0","hors_pointe"
"7430","20191106_130000_H","2019-11-06","13:00:00","6","11","2019","3","0","hors_pointe"
"7431","20191106_140000_H","2019-11-06","14:00:00","6","11","2019","3","0","hors_pointe"
"7432","20191106_150000_H","2019-11-06","15:00:00","6","11","2019","3","0","hors_pointe"
"7433","20191106_160000_H","2019-11-06","16:00:00","6","11","2019","3","0","hors_pointe"
"7434","20191106_170000_P","2019-11-06","17:00:00","6","11","2019","3","0","pointe"
"7435","20191106_180000_P","2019-11-06","18:00:00","6","11","2019","3","0","pointe"
"7436","20191106_190000_P","2019-11-06","19:00:00","6","11","2019","3","0","pointe"
"7437","20191106_200000_H","2019-11-06","20:00:00","6","11","2019","3","0","hors_pointe"
"7438","20191106_210000_H","2019-11-06","21:00:00","6","11","2019","3","0","hors_pointe"
"7439","20191106_220000_H","2019-11-06","22:00:00","6","11","2019","3","0","hors_pointe"
"7440","20191106_230000_H","2019-11-06","23:00:00","6","11","2019","3","0","hors_pointe"
"7441","20191107_00_H","2019-11-07","00:00:00","7","11","2019","4","0","hors_pointe"
"7442","20191107_10000_H","2019-11-07","01:00:00","7","11","2019","4","0","hors_pointe"
"7443","20191107_20000_H","2019-11-07","02:00:00","7","11","2019","4","0","hors_pointe"
"7444","20191107_30000_H","2019-11-07","03:00:00","7","11","2019","4","0","hors_pointe"
"7445","20191107_40000_H","2019-11-07","04:00:00","7","11","2019","4","0","hors_pointe"
"7446","20191107_50000_H","2019-11-07","05:00:00","7","11","2019","4","0","hors_pointe"
"7447","20191107_60000_H","2019-11-07","06:00:00","7","11","2019","4","0","hors_pointe"
"7448","20191107_70000_P","2019-11-07","07:00:00","7","11","2019","4","0","pointe"
"7449","20191107_80000_P","2019-11-07","08:00:00","7","11","2019","4","0","pointe"
"7450","20191107_90000_P","2019-11-07","09:00:00","7","11","2019","4","0","pointe"
"7451","20191107_100000_H","2019-11-07","10:00:00","7","11","2019","4","0","hors_pointe"
"7452","20191107_110000_H","2019-11-07","11:00:00","7","11","2019","4","0","hors_pointe"
"7453","20191107_120000_H","2019-11-07","12:00:00","7","11","2019","4","0","hors_pointe"
"7454","20191107_130000_H","2019-11-07","13:00:00","7","11","2019","4","0","hors_pointe"
"7455","20191107_140000_H","2019-11-07","14:00:00","7","11","2019","4","0","hors_pointe"
"7456","20191107_150000_H","2019-11-07","15:00:00","7","11","2019","4","0","hors_pointe"
"7457","20191107_160000_H","2019-11-07","16:00:00","7","11","2019","4","0","hors_pointe"
"7458","20191107_170000_P","2019-11-07","17:00:00","7","11","2019","4","0","pointe"
"7459","20191107_180000_P","2019-11-07","18:00:00","7","11","2019","4","0","pointe"
"7460","20191107_190000_P","2019-11-07","19:00:00","7","11","2019","4","0","pointe"
"7461","20191107_200000_H","2019-11-07","20:00:00","7","11","2019","4","0","hors_pointe"
"7462","20191107_210000_H","2019-11-07","21:00:00","7","11","2019","4","0","hors_pointe"
"7463","20191107_220000_H","2019-11-07","22:00:00","7","11","2019","4","0","hors_pointe"
"7464","20191107_230000_H","2019-11-07","23:00:00","7","11","2019","4","0","hors_pointe"
"7465","20191108_00_H","2019-11-08","00:00:00","8","11","2019","5","0","hors_pointe"
"7466","20191108_10000_H","2019-11-08","01:00:00","8","11","2019","5","0","hors_pointe"
"7467","20191108_20000_H","2019-11-08","02:00:00","8","11","2019","5","0","hors_pointe"
"7468","20191108_30000_H","2019-11-08","03:00:00","8","11","2019","5","0","hors_pointe"
"7469","20191108_40000_H","2019-11-08","04:00:00","8","11","2019","5","0","hors_pointe"
"7470","20191108_50000_H","2019-11-08","05:00:00","8","11","2019","5","0","hors_pointe"
"7471","20191108_60000_H","2019-11-08","06:00:00","8","11","2019","5","0","hors_pointe"
"7472","20191108_70000_P","2019-11-08","07:00:00","8","11","2019","5","0","pointe"
