ds,zone_sk,congestion_forecast,congestion_lower,congestion_upper
2019-10-13,2,3.0336,1.8759,4.2419
2019-10-14,2,3.1669,1.9737,4.3047
2019-11-01,2,3.5304,2.3983,4.7173
2019-11-02,2,2.9101,1.7109,4.0317
2019-11-03,2,2.7446,1.6214,3.8919
2019-11-04,2,2.6272,1.5263,3.7707
2019-11-05,2,2.4719,1.3607,3.6076
2019-11-06,2,2.1953,1.1876,3.3922
2019-11-07,2,2.0864,0.9768,3.244
2019-12-01,2,2.1874,1.0134,3.3556
2019-12-02,2,2.3062,1.2143,3.4287
2019-12-03,2,2.381,1.192,3.5264
2019-12-04,2,2.3243,1.2296,3.5251
2019-12-05,2,2.422,1.215,3.5943
2019-12-06,2,2.357,1.196,3.5078
2019-12-07,2,2.5293,1.418,3.7068
2019-12-08,2,2.5341,1.3298,3.6279
2019-12-09,2,2.5818,1.343,3.6681
2019-12-10,2,2.5849,1.4195,3.6968
2019-12-11,2,2.458,1.2969,3.5229
2020-01-01,2,2.8147,1.6384,3.9273
2020-01-02,2,2.6313,1.4226,3.7634
2020-01-03,2,2.5816,1.3786,3.7402
2020-02-01,2,2.4107,1.1559,3.5328
2020-02-02,2,2.408,1.3064,3.5422
2020-02-03,2,2.4653,1.3198,3.6279
2020-02-04,2,2.4936,1.3094,3.6468
2020-02-05,2,2.406,1.204,3.4639
2020-02-06,2,2.488,1.2955,3.6038
2020-02-07,2,2.4222,1.2494,3.5677
2020-02-08,2,2.6076,1.4725,3.7714
2020-03-01,2,2.8566,1.6974,4.0038
2020-03-02,2,2.8756,1.6963,3.9984
2020-03-03,2,2.8606,1.5651,3.9644
2020-03-04,2,2.726,1.5677,3.8083
2020-04-01,2,2.973,1.8046,4.0937
2020-04-02,2,3.0123,1.8594,4.2065
2020-04-03,2,2.8972,1.7113,4.0923
2020-04-04,2,3.0281,1.9028,4.2183
2020-04-05,2,3.0,1.867,4.1514
2020-04-06,2,3.0231,1.8244,4.1467
2020-04-07,2,3.0092,1.8784,4.1693
2020-04-08,2,2.8722,1.674,4.0686
2020-04-09,2,2.8987,1.687,4.046
2020-04-10,2,2.7722,1.6177,4.0081
2020-04-11,2,2.8931,1.7528,4.1774
2020-05-01,2,2.3404,1.2501,3.5175
2020-05-02,2,2.4568,1.2754,3.6919
2020-05-03,2,2.44,1.2128,3.6161
2020-05-04,2,2.4796,1.3385,3.6538
2020-05-05,2,2.487,1.3123,3.6533
2020-05-06,2,2.3761,1.3358,3.5089
2020-05-07,2,2.4331,1.3305,3.6201
2020-05-08,2,2.0733,0.9544,3.2348
2020-05-09,2,2.5009,1.349,3.6644
2020-05-10,2,2.506,1.3866,3.6427
2020-05-11,2,2.5666,1.3618,3.7347
2020-05-12,2,2.5936,1.428,3.7325
2020-05-13,2,2.5003,1.3782,3.7405
2020-05-14,2,2.5724,1.449,3.771
2020-05-15,2,2.4928,1.2521,3.6069
2020-05-16,2,2.6609,1.4578,3.7281
2020-06-01,2,2.6779,1.5845,3.9873
2020-06-02,2,2.5254,1.3856,3.6113
2020-06-03,2,2.361,1.198,3.5065
2020-06-04,2,2.3607,1.0663,3.527
2020-06-05,2,2.2089,1.012,3.4176
2020-06-06,2,2.3068,1.132,3.5328
2020-06-07,2,2.2501,1.2296,3.4446
2020-06-08,2,2.2507,1.0071,3.4788
2020-06-09,2,2.2203,1.0471,3.4009
2020-06-10,2,2.0735,0.9565,3.3602
2020-06-11,2,2.0977,0.9203,3.1655
2020-06-12,2,1.9767,0.805,3.1571
2020-06-13,2,2.1112,0.9358,3.289
2020-06-14,2,2.0962,0.87,3.2329
2020-06-15,2,2.1421,0.9705,3.306
2020-06-16,2,2.1602,1.08,3.2296
2020-07-01,2,2.6154,1.4716,3.8549
2020-07-02,2,2.673,1.5119,3.874
2020-07-03,2,2.5696,1.4646,3.7507
2020-07-04,2,2.705,1.6314,3.8752
2020-07-05,2,2.6738,1.4896,3.9044
2020-07-06,2,2.6863,1.5336,3.8424
2020-07-07,2,2.6544,1.3246,3.8197
2020-07-08,2,2.4924,1.3108,3.732
2020-07-09,2,2.4875,1.2585,3.5647
2020-07-10,2,2.3242,1.1425,3.4866
2020-07-11,2,2.4038,1.2277,3.5923
2020-07-12,2,2.3224,1.1702,3.5303
2020-07-13,2,2.2916,1.071,3.4021
2020-08-01,2,2.0023,0.8379,3.1847
2020-08-02,2,2.0494,0.9589,3.2781
2020-08-03,2,2.1512,1.0397,3.3932
2020-08-04,2,2.2177,0.9942,3.415
2020-08-05,2,2.1611,1.0245,3.2355
2020-08-06,2,2.2663,1.1825,3.442
2020-09-01,2,2.245,1.0764,3.4069
2020-09-02,2,2.1449,0.9962,3.3766
2020-09-03,2,2.215,1.024,3.4461
2020-09-04,2,2.1379,0.9657,3.2231
2020-09-05,2,2.3127,1.1684,3.4976
2020-09-06,2,2.3332,1.1057,3.4872
2020-09-07,2,2.4084,1.2248,3.6115
2020-09-08,2,2.4484,1.3174,3.5131
2020-09-09,2,2.3658,1.2553,3.5784
2020-09-10,2,2.4457,1.3164,3.62
2020-09-11,2,2.3703,1.1196,3.602
2020-09-12,2,2.5386,1.2997,3.6093
2020-09-13,2,2.5445,1.3606,3.6375
2020-09-14,2,2.5972,1.5774,3.7301
2020-10-01,2,2.0797,0.9559,3.1649
2020-10-02,2,1.9722,0.8591,3.2189
2020-10-03,2,2.1235,1.0079,3.3237
2020-10-04,2,2.129,0.9521,3.2403
2020-10-05,2,2.1991,1.0319,3.3738
2020-10-06,2,2.245,1.0758,3.4276
2020-10-07,2,2.1803,1.0626,3.3182
2020-10-08,2,2.2905,1.1231,3.4517
2020-10-09,2,2.2581,1.0471,3.4084
2020-10-10,2,2.482,1.367,3.6723
2020-10-11,2,2.5552,1.4043,3.6869
2020-12-01,2,1.9544,0.7905,3.0822
2020-12-02,2,1.9103,0.7573,3.0074
2020-12-03,2,2.0213,0.8466,3.0879
2020-12-04,2,1.9703,0.7993,3.2215
2020-12-05,2,2.1568,0.9829,3.2822
2020-12-06,2,2.1754,1.0207,3.2967
2020-12-07,2,2.2364,1.157,3.3563
2021-01-01,2,2.4784,1.2426,3.5555
2021-01-02,2,2.3918,1.2253,3.564
2021-01-03,2,2.4327,1.2934,3.501
2021-01-04,2,2.524,1.4554,3.6568
2021-02-01,2,2.1406,0.9447,3.3077
2021-02-02,2,2.1614,0.9988,3.3076
2021-02-03,2,2.067,0.8982,3.1636
2021-02-04,2,2.1432,1.0627,3.2976
2021-02-05,2,2.0727,1.0267,3.2212
2021-02-06,2,2.2547,1.0704,3.4246
2021-02-07,2,2.283,1.0267,3.4266
2021-02-08,2,2.3667,1.2635,3.5088
2021-02-09,2,2.4161,1.2644,3.5599
2021-02-10,2,2.344,1.1041,3.5313
2021-02-11,2,2.4357,1.2392,3.6052
2021-02-12,2,2.3737,1.2684,3.5491
2021-02-13,2,2.5571,1.4411,3.6873
2021-02-14,2,2.5799,1.3835,3.755
2021-03-01,2,2.613,1.4551,3.7929
2021-03-02,2,2.5968,1.3778,3.7751
2021-03-03,2,2.4603,1.203,3.5974
2021-03-04,2,2.4903,1.3371,3.6204
2021-03-05,2,2.3709,1.2496,3.5623
2021-03-06,2,2.5027,1.4033,3.642
2021-03-07,2,2.4807,1.3922,3.6909
2021-03-08,2,2.5154,1.2939,3.6563
2021-03-09,2,2.5184,1.3666,3.6289
2021-03-10,2,2.4034,1.2433,3.4893
2021-04-01,2,2.7499,1.5361,3.9213
2021-04-02,2,2.6385,1.5193,3.8798
2021-04-03,2,2.7728,1.5912,3.9516
2021-04-04,2,2.7477,1.6857,3.9331
2021-05-01,2,2.2303,1.0646,3.405
2021-05-02,2,2.1894,1.0698,3.3473
2021-05-03,2,2.2256,1.1207,3.3752
2021-05-04,2,2.2294,1.07,3.3944
2021-05-05,2,2.1156,0.9345,3.3152
2021-05-06,2,2.1699,0.9535,3.4089
2021-05-07,2,2.0756,0.8925,3.2127
2021-05-08,2,1.9646,0.8399,3.254
2021-05-09,2,2.2358,1.1716,3.3366
2021-05-10,2,2.2948,1.1087,3.4769
2021-05-11,2,2.3207,1.1637,3.4051
2021-05-12,2,2.2269,1.0533,3.3741
2021-05-13,2,1.0064,0.0,2.2139
2021-05-14,2,2.2208,1.0475,3.3961
2021-06-01,2,2.365,1.2397,3.5161
2021-06-02,2,2.2042,1.1092,3.3809
2021-06-03,2,2.2062,1.0558,3.3376
2021-06-04,2,2.0555,0.8076,3.234
2021-06-05,2,2.153,0.9928,3.3243
2021-06-06,2,2.0947,0.9455,3.2581
2021-06-07,2,2.0918,1.0664,3.2996
2021-06-08,2,2.0568,0.8651,3.1706
2021-06-09,2,1.9043,0.7234,3.0093
2021-06-10,2,1.9216,0.8125,3.1577
2021-06-11,2,1.7931,0.7228,2.9824
2021-06-12,2,1.9194,0.7478,3.0615
2021-06-13,2,1.8958,0.7292,3.0892
2021-06-14,2,1.9329,0.8021,3.1393
2021-06-15,2,1.9423,0.737,3.1282
2021-06-16,2,1.8375,0.6021,3.0432
2021-06-17,2,1.905,0.7722,3.0998
2021-06-18,2,1.8275,0.7253,3.0019
2021-06-19,2,2.0047,0.8382,3.1911
2021-06-20,2,2.0304,0.8007,3.2639
2021-06-21,2,2.114,1.0081,3.246
2021-06-22,2,2.1657,1.0089,3.2272
2021-07-01,2,2.4699,1.3271,3.6819
2021-07-02,2,2.3786,1.2683,3.5376
2021-07-03,2,2.5266,1.4116,3.6971
2021-07-04,2,2.5081,1.3226,3.6671
2021-07-05,2,2.5332,1.4243,3.6752
2021-08-01,2,1.8105,0.6073,2.8999
2021-08-02,2,1.9109,0.7803,3.0537
2021-08-03,2,1.9778,0.877,3.1448
2021-08-04,2,1.9235,0.7695,3.1292
2021-08-05,2,2.0329,0.9456,3.2232
2021-09-01,2,1.9856,0.8585,3.1688
2021-09-02,2,2.0496,0.7941,3.2001
2021-09-03,2,1.9673,0.912,3.0802
2021-09-04,2,2.1381,0.9411,3.2083
2021-09-05,2,2.1559,0.9917,3.321
2021-09-06,2,2.2298,1.0304,3.4154
2021-09-07,2,2.2701,1.1338,3.4365
2021-09-08,2,2.1892,1.0791,3.3492
2021-09-09,2,2.2725,1.0899,3.3791
2021-10-01,2,1.8631,0.6514,2.9637
2021-10-02,2,2.0022,0.8367,3.1031
2021-10-03,2,1.9946,0.8619,3.1136
2021-10-04,2,2.0512,0.8837,3.1936
2021-10-05,2,2.0837,0.8143,3.3726
2021-10-06,2,2.006,0.8273,3.146
2021-11-01,2,3.1868,1.9329,4.2916
2021-11-02,2,2.4244,1.2559,3.4857
2021-11-03,2,2.1534,0.9583,3.322
2021-11-04,2,2.0434,0.854,3.3283
2021-11-05,2,1.7804,0.6107,2.981
2021-12-01,2,1.7526,0.591,2.9469
2021-12-02,2,1.8762,0.7042,3.0015
2021-12-03,2,1.8386,0.7426,3.0667
2021-12-04,2,2.0392,0.93,3.2024
2021-12-05,2,2.0722,0.8921,3.2524
2021-12-06,2,2.1475,0.9951,3.2537
2021-12-07,2,2.1765,1.0141,3.3698
2021-12-08,2,2.0734,0.9541,3.2832
2021-12-09,2,2.1254,0.9008,3.2904
2022-01-01,2,2.5685,1.4206,3.6967
2022-01-02,2,2.3258,1.1541,3.5221
2022-01-03,2,2.4211,1.2627,3.5041
2022-01-04,2,2.4786,1.3107,3.6103
2022-01-05,2,2.4107,1.2207,3.522
2022-01-06,2,2.5027,1.2988,3.6549
2022-01-07,2,2.4369,1.2838,3.6223
2022-01-08,2,2.6124,1.5206,3.8049
2022-01-09,2,2.6234,1.4028,3.8206
2022-01-10,2,2.6794,1.4938,3.8671
2022-01-11,2,2.6916,1.558,3.8144
2022-01-12,2,2.5737,1.4113,3.7468
2022-01-13,2,2.6122,1.4574,3.7923
2022-01-14,2,2.4909,1.3225,3.6558
2022-01-15,2,2.6104,1.5257,3.7962
2022-01-16,2,2.5663,1.3436,3.6719
2022-01-17,2,2.5697,1.4466,3.7612
2022-01-18,2,2.533,1.3982,3.6729
2022-01-19,2,2.3712,1.2249,3.4052
2022-02-01,2,2.1275,0.9798,3.3146
2022-02-02,2,2.0256,0.8687,3.2113
2022-02-03,2,2.0951,0.9635,3.2608
2022-02-04,2,2.0189,0.8481,3.117
2022-02-05,2,2.1962,1.0603,3.2711
2022-02-06,2,2.221,1.0415,3.4301
2022-03-01,2,2.6308,1.3865,3.8175
2022-03-02,2,2.4936,1.3209,3.6776
2022-03-03,2,2.5221,1.3215,3.6192
2022-03-04,2,2.4006,1.2144,3.596
2022-03-05,2,2.5295,1.2905,3.7302
2022-04-01,2,2.6801,1.3907,3.8819
2022-04-02,2,2.8183,1.6467,4.086
2022-04-03,2,2.797,1.6457,3.8814
2022-04-04,2,2.8265,1.6618,4.0232
2022-04-05,2,2.8184,1.6431,4.0361
2022-04-06,2,2.6866,1.4865,3.8624
2022-04-07,2,2.7178,1.6123,3.8987
2022-04-08,2,2.5957,1.4662,3.8842
2022-04-09,2,2.7204,1.5205,3.8114
2022-04-10,2,2.687,1.5235,3.8326
2022-04-11,2,2.7058,1.5053,3.8964
2022-04-12,2,2.6884,1.6358,3.9031
2022-04-13,2,2.5486,1.3839,3.7409
2022-04-14,2,2.573,1.4171,3.6971
2022-04-15,2,2.4451,1.272,3.6549
2022-05-01,2,2.2768,1.1253,3.392
2022-05-02,2,2.2892,1.1171,3.4824
2022-05-03,2,2.2899,1.1338,3.4628
2022-06-01,2,2.3184,1.0439,3.484
2022-06-02,2,2.323,1.1606,3.4257
2022-06-03,2,2.1735,1.061,3.388
2022-06-04,2,2.2711,1.0915,3.4004
2022-06-05,2,2.2115,1.0818,3.3706
2022-06-06,2,2.3175,1.0916,3.4298
2022-06-07,2,2.167,1.0305,3.4066
2022-06-08,2,2.0093,0.8024,3.2297
2022-06-09,2,2.0203,0.8815,3.1955
2022-06-10,2,1.8844,0.7042,3.1043
2022-06-11,2,2.0025,0.825,3.2409
2022-06-12,2,1.9701,0.7224,3.1219
2022-06-13,2,1.9979,0.831,3.1815
2022-06-14,2,1.9976,0.8833,3.1084
2022-06-15,2,1.8833,0.7082,3.1151
2022-07-01,2,2.4211,1.2665,3.6281
2022-07-02,2,2.5802,1.4812,3.6897
2022-07-03,2,2.5734,1.4826,3.7111
2022-07-04,2,2.6104,1.57,3.8218
2022-07-05,2,2.6025,1.4603,3.85
2022-07-06,2,2.4634,1.3326,3.6121
2022-07-07,2,2.4797,1.3199,3.5536
2022-07-08,2,2.3355,1.133,3.5354
2022-07-09,2,2.4314,1.1341,3.6099
2022-07-10,2,2.3633,1.1857,3.4979
2022-07-11,2,2.3423,1.2081,3.543
2022-07-12,2,2.2812,1.13,3.4779
2022-07-13,2,2.0951,1.0652,3.2687
2022-07-14,2,2.998,1.7668,4.0802
2022-07-15,2,1.8966,0.6725,2.9987
2022-08-01,2,1.896,0.7711,3.0786
2022-08-02,2,1.9602,0.8252,3.1518
2022-08-03,2,1.9051,0.8398,3.2038
2022-08-04,2,2.0155,0.8257,3.2252
2022-08-05,2,1.9734,0.8076,3.1252
2022-08-06,2,2.1774,0.9938,3.2664
2022-08-07,2,2.2209,1.0259,3.4726
2022-09-01,2,2.0901,0.922,3.3213
2022-09-02,2,2.0008,0.8786,3.2346
2022-09-03,2,2.1653,1.1303,3.2451
2022-09-04,2,2.178,1.0893,3.4093
2022-10-01,2,2.0699,0.871,3.2833
2022-10-02,2,2.0494,0.9084,3.1954
2022-10-03,2,2.0923,0.8863,3.2935
2022-10-04,2,2.1107,1.005,3.3181
2022-10-05,2,2.0187,0.8381,3.2425
2022-10-06,2,2.1028,0.8633,3.2635
2022-11-01,2,3.2871,2.1583,4.5149
2022-11-02,2,2.405,1.3132,3.5366
2022-11-03,2,2.3,1.1805,3.5416
2022-11-04,2,2.0388,0.9205,3.2301
2022-11-05,2,2.024,0.7847,3.1548
2022-12-01,2,1.84,0.6362,2.9158
2022-12-02,2,1.8138,0.6357,2.911
2022-12-03,2,2.0269,0.8926,3.1751
2022-12-04,2,2.073,0.9025,3.2473
2022-12-05,2,2.1618,1.0605,3.3233
2022-12-06,2,2.2044,1.0337,3.4247
2022-12-07,2,2.1143,0.9767,3.3551
2022-12-08,2,2.1785,1.0847,3.3316
2022-12-09,2,2.0809,0.9422,3.1482
2022-12-10,2,2.2225,1.0701,3.4253
2022-12-11,2,2.199,1.1098,3.3758
2022-12-12,2,2.222,1.0507,3.321
2022-12-13,2,2.2043,1.02,3.3383
2022-12-14,2,2.0611,0.9389,3.2755
2022-12-15,2,2.0804,0.9328,3.2545
2022-12-16,2,1.9473,0.8099,3.1112
2022-12-17,2,2.0634,0.8794,3.2048
2022-12-18,2,2.0249,0.8594,3.1401
2022-12-19,2,2.0434,0.8671,3.1847
2022-12-20,2,2.0315,0.7848,3.2015
2022-12-21,2,1.9039,0.7262,3.0147
2022-12-22,2,1.9478,0.7836,3.2018
2022-12-23,2,1.8472,0.6427,3.055
2022-12-24,2,2.0024,0.8175,3.1309
2022-12-25,2,2.0084,0.8463,3.1444
2022-12-26,2,2.075,0.9035,3.2217
2022-12-27,2,2.1133,0.9059,3.2687
2022-12-28,2,2.0363,0.9485,3.1447
2022-12-29,2,2.1296,0.9803,3.2993
2022-12-30,2,2.0755,0.8955,3.2145
2022-12-31,2,2.273,1.0754,3.4858
2023-01-01,2,2.6014,1.4135,3.8285
2023-01-02,2,2.4119,1.2574,3.5854
2023-01-03,2,2.4722,1.3428,3.6328
2023-01-04,2,2.4087,1.2204,3.5646
2023-01-05,2,2.5065,1.3018,3.5748
2023-01-06,2,2.4479,1.2772,3.605
2023-01-07,2,2.6319,1.4623,3.8154
2023-01-08,2,2.6522,1.5,3.9209
2023-01-09,2,2.7182,1.5726,3.8468
2023-01-10,2,2.7409,1.5169,3.964
2019-01-01,3,1.4587,0.2182,2.6435
2019-01-02,3,2.0995,0.9137,3.3184
2019-01-03,3,1.7692,0.4612,3.0751
2019-01-04,3,1.7422,0.531,2.9935
2019-01-05,3,1.7931,0.579,2.9963
2019-01-06,3,1.9202,0.5026,3.2393
2019-01-07,3,1.6632,0.4851,2.9348
2019-01-08,3,1.6737,0.3639,2.9486
2019-01-09,3,1.7412,0.6052,2.9344
2019-02-01,3,1.6628,0.4786,3.0054
2019-02-02,3,1.8278,0.5738,3.1408
2019-02-03,3,2.0705,0.7147,3.3373
2019-02-04,3,1.9294,0.6126,3.205
2019-02-05,3,2.0548,0.8191,3.2776
2019-02-06,3,2.235,1.0005,3.5453
2019-02-07,3,2.0114,0.8079,3.3042
2019-02-08,3,2.0912,0.8085,3.4045
2019-03-01,3,2.5197,1.3357,3.764
2019-03-02,3,2.6021,1.2444,3.9027
2019-03-03,3,2.7582,1.5226,3.9595
2019-03-04,3,2.527,1.2127,3.7871
2019-03-05,3,2.5597,1.2833,3.803
2019-03-06,3,2.645,1.3856,3.9286
2019-03-07,3,2.3254,1.1545,3.6293
2019-03-08,3,2.3084,1.0371,3.4639
2019-03-09,3,2.3688,1.0697,3.6074
2019-03-10,3,2.5046,1.2381,3.6836
2019-03-11,3,2.2553,1.0076,3.4705
2019-04-01,3,2.0972,0.8604,3.4143
2019-04-02,3,2.2227,0.9489,3.4732
2019-04-03,3,2.409,1.1823,3.6001
2019-04-04,3,2.1971,0.9225,3.4038
2019-04-05,3,2.2935,0.9493,3.5072
2019-04-06,3,2.4714,1.2369,3.7426
2019-04-07,3,2.7272,1.4933,3.9028
2019-04-08,3,2.5988,1.3232,3.8186
2019-04-09,3,2.7362,1.4476,4.013
2019-05-01,3,2.8069,1.5874,4.0541
2019-05-02,3,2.604,1.468,3.9417
2019-05-03,3,2.5807,1.376,3.8837
2019-05-04,3,2.6396,1.418,3.8562
2019-05-05,3,2.7791,1.4071,3.9439
2019-06-01,3,2.5465,1.3382,3.7781
2019-06-02,3,2.7027,1.4834,3.9199
2019-06-03,3,2.4711,1.2445,3.7386
2019-06-04,3,2.5029,1.2005,3.7776
2019-06-05,3,2.5869,1.3434,3.8203
2019-06-06,3,2.2663,0.9198,3.5083
2019-06-07,3,2.2481,0.9369,3.5388
2019-06-08,3,2.3071,1.1143,3.6897
2019-06-09,3,2.4414,1.1348,3.7605
2019-07-01,3,1.5046,0.1996,2.7715
2019-07-02,3,1.5724,0.3453,2.8214
2019-07-03,3,1.7008,0.4882,2.9323
2019-07-04,3,1.4319,0.1265,2.6474
2019-07-05,3,1.4731,0.2154,2.8258
2019-07-06,3,1.5986,0.3938,2.8754
2019-07-07,3,1.8059,0.4928,3.1143
2019-07-08,3,1.6339,0.4607,2.7898
2019-07-09,3,1.7332,0.4714,2.939
2019-08-01,3,2.2767,1.0464,3.622
2019-08-02,3,2.2704,0.9977,3.5252
2019-08-03,3,2.3389,0.9537,3.5792
2019-08-04,3,2.4796,1.1686,3.7197
2019-08-05,3,2.2323,0.9927,3.5421
2019-08-06,3,2.249,0.9278,3.4874
2019-08-07,3,2.3192,1.0939,3.5259
2019-08-08,3,1.9862,0.7171,3.1277
2019-08-09,3,1.9585,0.6835,3.1692
2019-08-10,3,2.0114,0.7746,3.2289
2019-08-11,3,2.1438,0.8868,3.3917
2019-08-12,3,1.8958,0.5859,3.0976
2019-08-13,3,1.9195,0.6304,3.254
2019-08-14,3,2.0045,0.7372,3.2566
2019-08-15,3,3.9958,2.6313,5.1121
2019-08-16,3,1.6956,0.4308,2.9506
2019-08-17,3,1.7847,0.5627,2.9857
2019-09-01,3,2.5928,1.3656,3.8615
2019-09-02,3,2.4457,1.1971,3.7082
2019-09-03,3,2.5606,1.3241,3.8704
2019-09-04,3,2.7251,1.3912,3.9437
2019-09-05,3,2.4802,1.2034,3.7382
2019-09-06,3,2.5323,1.254,3.7189
2019-09-07,3,2.655,1.4322,3.9086
2019-09-08,3,2.8453,1.5588,4.1336
2019-09-09,3,2.642,1.4283,3.8893
2019-09-10,3,2.6957,1.3063,3.9592
2019-09-11,3,2.7951,1.4981,4.0495
2019-10-01,3,1.5103,0.2555,2.6792
2019-10-02,3,1.6119,0.3692,2.868
2019-10-03,3,1.3193,0.0672,2.7126
2019-10-04,3,1.3394,0.0759,2.6228
2019-10-05,3,1.4466,0.1491,2.7823
2019-10-06,3,1.6371,0.3119,2.8334
2019-10-07,3,1.4491,0.1749,2.7078
2019-10-08,3,1.5326,0.2183,2.8483
2019-11-01,3,1.7284,0.5124,2.9459
2019-11-02,3,1.5661,0.4228,2.864
2019-11-03,3,1.7406,0.5194,3.024
2019-11-04,3,1.5359,0.2424,2.7891
2019-11-05,3,1.6032,0.3749,2.9091
2019-12-01,3,2.3916,1.1459,3.5809
2019-12-02,3,2.1745,0.9651,3.4588
2019-12-03,3,2.2216,0.9435,3.5806
2019-12-04,3,2.322,1.0311,3.5882
2019-12-05,3,2.0185,0.6683,3.2305
2019-12-06,3,2.0191,0.8007,3.2348
2019-12-07,3,2.0986,0.8023,3.3622
2019-12-08,3,2.2551,1.0503,3.5231
2019-12-09,3,2.0281,0.7863,3.312
2020-01-01,3,1.2105,0.0,2.5092
2020-01-02,3,1.4535,0.1973,2.6966
2020-01-03,3,1.4328,0.1964,2.6721
2020-02-01,3,1.4789,0.2315,2.7602
2020-02-02,3,1.7244,0.4299,2.998
2020-02-03,3,1.5869,0.3602,2.9204
2020-02-04,3,1.7167,0.3739,3.0037
2020-02-05,3,1.9017,0.6179,3.0591
2020-02-06,3,1.6837,0.3972,2.9981
2020-02-07,3,1.7696,0.6287,3.0254
2020-02-08,3,1.9331,0.6492,3.1966
2020-02-09,3,2.1714,0.9827,3.3402
2020-02-10,3,2.0234,0.8013,3.2732
2020-02-11,3,2.1397,0.8643,3.4303
2020-02-12,3,2.3088,1.1136,3.6035
2020-02-13,3,2.0725,0.8564,3.3671
2020-02-14,3,2.1383,0.8781,3.3618
2020-02-15,3,2.2802,1.0612,3.6665
2020-03-01,3,2.6169,1.2705,3.8939
2020-03-02,3,2.3937,1.1397,3.72
2020-03-03,3,2.4342,1.2645,3.6645
2020-03-04,3,2.527,1.2834,3.7574
2020-03-05,3,2.2147,0.9608,3.4754
2020-03-06,3,2.2047,0.9275,3.4521
2020-03-07,3,2.2715,1.0465,3.589
2020-03-08,3,2.4132,1.1841,3.6597
2020-03-09,3,2.1692,0.884,3.4338
2020-03-10,3,2.191,0.962,3.4987
2020-03-11,3,2.2672,1.0781,3.5112
2020-03-12,3,1.9412,0.694,3.1685
2020-04-01,3,2.2547,1.067,3.4672
2020-04-02,3,2.041,0.8201,3.2559
2020-04-03,3,2.1368,0.9283,3.4303
2020-04-04,3,2.3153,1.0325,3.6039
2020-04-05,3,2.5732,1.3684,3.8299
2020-04-06,3,2.4483,1.2403,3.8109
2020-04-07,3,2.5906,1.2793,3.7624
2020-04-08,3,2.7874,1.6772,4.079
2020-04-09,3,2.5799,1.3887,3.8544
2020-04-10,3,2.6743,1.4301,3.8468
2020-04-11,3,2.8438,1.599,4.0495
2020-04-12,3,3.0851,1.7961,4.4488
2020-04-13,3,3.7301,2.5409,4.9868
2020-05-01,3,2.5296,1.3028,3.8007
2020-05-02,3,2.716,1.5961,3.9986
2020-05-03,3,2.8544,1.6329,4.0176
2020-05-04,3,2.6123,1.434,3.9408
2020-05-05,3,2.6412,1.4007,3.8719
2020-05-06,3,2.7304,1.3681,3.9398
2020-05-07,3,2.4224,1.2637,3.6579
2020-06-01,3,2.0158,0.7678,3.2455
2020-06-02,3,2.6545,1.3744,3.9306
2020-06-03,3,2.746,1.403,4.0074
2020-06-04,3,2.4319,1.221,3.7652
2020-06-05,3,2.4199,1.1443,3.6733
2020-06-06,3,2.4845,1.2093,3.7158
2020-06-07,3,2.6238,1.3502,3.8366
2020-06-08,3,2.3772,1.1039,3.6556
2020-06-09,3,2.3961,1.1835,3.5478
2020-06-10,3,2.4696,1.1408,3.766
2020-06-11,3,2.1404,0.8211,3.3739
2020-06-12,3,2.1162,0.8572,3.4462
2020-06-13,3,2.1717,0.9039,3.4535
2020-06-14,3,2.305,0.9934,3.6485
2020-06-15,3,2.0555,0.7877,3.3569
2020-06-16,3,2.0745,0.7426,3.3024
2020-06-17,3,2.151,0.8314,3.479
2020-06-18,3,1.8275,0.5559,3.0888
2020-07-01,3,1.8702,0.6116,3.0582
2020-07-02,3,1.5977,0.3628,2.7649
2020-07-03,3,1.6354,0.538,2.9698
2020-07-04,3,1.7573,0.5084,3.0251
2020-07-05,3,1.9612,0.7096,3.2526
2020-07-06,3,1.786,0.5252,3.0407
2020-07-07,3,1.8824,0.6777,3.1591
2020-07-08,3,2.0388,0.8779,3.2943
2020-07-09,3,1.7973,0.5736,3.0753
2020-07-10,3,1.8647,0.5395,3.1797
2020-07-11,3,2.0149,0.7432,3.2586
2020-07-12,3,2.2451,0.9896,3.5235
2020-07-13,3,2.0938,0.7783,3.4242
2020-07-14,3,3.002,1.7535,4.1983
2020-07-15,3,2.3854,1.0231,3.5715
2020-07-16,3,2.1578,0.9769,3.4592
2020-08-01,3,2.6295,1.3608,3.8911
2020-08-02,3,2.778,1.6144,4.1072
2020-08-03,3,2.5375,1.2302,3.7359
2020-08-04,3,2.5598,1.3209,3.7964
2020-08-05,3,2.6343,1.4278,3.9175
2020-08-06,3,2.3043,1.0376,3.6396
2020-08-07,3,2.2782,1.0537,3.5128
2020-08-08,3,2.3313,1.0591,3.4986
2020-08-09,3,2.4624,1.2063,3.776
2020-09-01,3,2.7663,1.4263,4.022
2020-09-02,3,2.9388,1.6735,4.1154
2020-09-03,3,2.7032,1.4391,3.9931
2020-09-04,3,2.7659,1.5321,4.0838
2020-09-05,3,2.9,1.5904,4.188
2020-09-06,3,3.1025,1.8517,4.3163
2020-09-07,3,2.9118,1.5883,4.1429
2020-09-08,3,2.9785,1.8181,4.231
2020-10-01,3,1.6095,0.3442,2.7775
