time_sk,zone_sk,line_sk,hour,annule,annule_pred,annule_proba,risk_label,generated_at
10187,8,11,10,0,0,0.0041,Low,2026-04-04 09:56:33 UTC
5923,7,15,18,0,0,0.0845,Low,2026-04-04 09:56:33 UTC
9995,3,5,10,0,0,0.1246,Low,2026-04-04 09:56:33 UTC
4007,8,4,22,0,0,0.0385,Low,2026-04-04 09:56:33 UTC
19733,1,7,4,0,0,0.0146,Low,2026-04-04 09:56:33 UTC
27957,9,1,20,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
22453,3,8,12,0,0,0.3071,Medium,2026-04-04 09:56:33 UTC
18769,8,3,0,0,0,0.0127,Low,2026-04-04 09:56:33 UTC
2433,2,14,8,0,1,0.5163,High,2026-04-04 09:56:33 UTC
328,4,15,15,0,0,0.0286,Low,2026-04-04 09:56:33 UTC
13730,9,13,1,0,0,0.0099,Low,2026-04-04 09:56:33 UTC
4178,5,9,1,0,0,0.0096,Low,2026-04-04 09:56:33 UTC
17915,3,10,10,0,0,0.031,Low,2026-04-04 09:56:33 UTC
14770,6,4,9,0,0,0.19,Low,2026-04-04 09:56:33 UTC
19503,7,2,14,0,0,0.0082,Low,2026-04-04 09:56:33 UTC
2433,2,5,8,0,0,0.4701,Medium,2026-04-04 09:56:33 UTC
9291,10,9,2,0,0,0.0663,Low,2026-04-04 09:56:33 UTC
21411,3,14,2,0,0,0.0043,Low,2026-04-04 09:56:33 UTC
5175,6,9,14,0,0,0.0665,Low,2026-04-04 09:56:33 UTC
26602,5,9,9,0,0,0.0086,Low,2026-04-04 09:56:33 UTC
20657,2,5,16,0,0,0.0375,Low,2026-04-04 09:56:33 UTC
31952,4,10,7,0,0,0.0029,Low,2026-04-04 09:56:33 UTC
2241,7,8,8,0,0,0.0875,Low,2026-04-04 09:56:33 UTC
1683,1,4,2,0,0,0.031,Low,2026-04-04 09:56:33 UTC
29763,8,1,2,0,0,0.0005,Low,2026-04-04 09:56:33 UTC
28780,8,7,3,0,0,0.0008,Low,2026-04-04 09:56:33 UTC
29341,5,9,12,0,0,0.0417,Low,2026-04-04 09:56:33 UTC
1632,1,11,23,1,0,0.0076,Low,2026-04-04 09:56:33 UTC
34770,2,2,17,0,0,0.0067,Low,2026-04-04 09:56:33 UTC
12486,2,4,5,0,0,0.1562,Low,2026-04-04 09:56:33 UTC
16523,8,15,10,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
5748,5,5,11,0,0,0.0517,Low,2026-04-04 09:56:33 UTC
5748,10,5,11,0,0,0.0254,Low,2026-04-04 09:56:33 UTC
18479,1,13,22,0,0,0.3707,Medium,2026-04-04 09:56:33 UTC
10638,4,9,5,0,0,0.1926,Low,2026-04-04 09:56:33 UTC
33299,4,13,10,0,0,0.0068,Low,2026-04-04 09:56:33 UTC
26010,3,3,17,0,0,0.021,Low,2026-04-04 09:56:33 UTC
17024,2,11,7,0,0,0.0158,Low,2026-04-04 09:56:33 UTC
11114,7,14,1,0,0,0.0892,Low,2026-04-04 09:56:33 UTC
10942,3,3,21,0,0,0.0268,Low,2026-04-04 09:56:33 UTC
22790,10,10,13,0,0,0.0548,Low,2026-04-04 09:56:33 UTC
17328,8,7,23,0,0,0.1727,Low,2026-04-04 09:56:33 UTC
32569,5,10,0,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
13206,5,9,5,0,0,0.1683,Low,2026-04-04 09:56:33 UTC
17694,5,7,5,1,1,0.8891,High,2026-04-04 09:56:33 UTC
29842,4,8,9,0,0,0.0118,Low,2026-04-04 09:56:33 UTC
23915,4,10,10,0,0,0.0025,Low,2026-04-04 09:56:33 UTC
7905,4,1,8,0,0,0.0007,Low,2026-04-04 09:56:33 UTC
23681,7,11,16,0,0,0.0457,Low,2026-04-04 09:56:33 UTC
10638,4,5,5,0,0,0.0607,Low,2026-04-04 09:56:33 UTC
14042,6,11,1,0,0,0.0422,Low,2026-04-04 09:56:33 UTC
2640,3,11,23,0,0,0.0077,Low,2026-04-04 09:56:33 UTC
7849,3,13,0,0,0,0.0273,Low,2026-04-04 09:56:33 UTC
1088,9,5,7,0,0,0.0006,Low,2026-04-04 09:56:33 UTC
25978,10,10,9,0,0,0.015,Low,2026-04-04 09:56:33 UTC
4520,10,4,7,0,0,0.0657,Low,2026-04-04 09:56:33 UTC
24226,7,5,9,0,0,0.0415,Low,2026-04-04 09:56:33 UTC
27359,3,2,22,0,0,0.0005,Low,2026-04-04 09:56:33 UTC
7597,5,2,12,0,0,0.1049,Low,2026-04-04 09:56:33 UTC
28313,1,14,16,0,0,0.0752,Low,2026-04-04 09:56:33 UTC
25093,4,5,12,0,0,0.0994,Low,2026-04-04 09:56:33 UTC
3022,8,14,21,0,0,0.0036,Low,2026-04-04 09:56:33 UTC
12067,7,1,18,0,0,0.0008,Low,2026-04-04 09:56:33 UTC
19441,7,15,0,0,0,0.0214,Low,2026-04-04 09:56:33 UTC
1495,8,7,6,0,0,0.0748,Low,2026-04-04 09:56:33 UTC
19991,2,12,22,0,0,0.1915,Low,2026-04-04 09:56:33 UTC
10709,9,1,4,0,0,0.0004,Low,2026-04-04 09:56:33 UTC
31743,9,5,14,0,0,0.01,Low,2026-04-04 09:56:33 UTC
22952,6,13,7,0,0,0.1624,Low,2026-04-04 09:56:33 UTC
3993,1,14,8,0,0,0.037,Low,2026-04-04 09:56:33 UTC
27213,4,1,20,0,0,0.0015,Low,2026-04-04 09:56:33 UTC
18033,7,9,8,0,0,0.0266,Low,2026-04-04 09:56:33 UTC
16911,1,2,14,0,0,0.0092,Low,2026-04-04 09:56:33 UTC
29341,5,11,12,0,0,0.0434,Low,2026-04-04 09:56:33 UTC
14686,10,12,21,0,0,0.0038,Low,2026-04-04 09:56:33 UTC
11418,1,12,17,0,0,0.055,Low,2026-04-04 09:56:33 UTC
26772,3,12,11,0,0,0.1175,Low,2026-04-04 09:56:33 UTC
17053,7,13,12,0,0,0.1551,Low,2026-04-04 09:56:33 UTC
31269,8,3,20,0,0,0.0389,Low,2026-04-04 09:56:33 UTC
13659,5,15,2,0,0,0.0043,Low,2026-04-04 09:56:33 UTC
24577,8,11,0,0,0,0.0075,Low,2026-04-04 09:56:33 UTC
20306,3,4,1,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
12827,6,11,10,0,0,0.0071,Low,2026-04-04 09:56:33 UTC
9452,1,15,19,0,0,0.1452,Low,2026-04-04 09:56:33 UTC
18730,2,12,9,0,0,0.0825,Low,2026-04-04 09:56:33 UTC
29842,4,10,9,0,0,0.0493,Low,2026-04-04 09:56:33 UTC
11064,8,7,23,0,0,0.0199,Low,2026-04-04 09:56:33 UTC
26216,8,2,7,0,0,0.2372,Medium,2026-04-04 09:56:33 UTC
33710,2,12,13,0,0,0.2345,Medium,2026-04-04 09:56:33 UTC
22977,10,5,8,0,0,0.0092,Low,2026-04-04 09:56:33 UTC
34885,3,4,12,1,1,0.9555,High,2026-04-04 09:56:33 UTC
24375,5,9,14,0,0,0.0117,Low,2026-04-04 09:56:33 UTC
22977,10,8,8,0,0,0.1596,Low,2026-04-04 09:56:33 UTC
6681,5,4,8,0,0,0.0005,Low,2026-04-04 09:56:33 UTC
33894,9,3,5,0,0,0.0812,Low,2026-04-04 09:56:33 UTC
18371,6,14,10,0,0,0.0022,Low,2026-04-04 09:56:33 UTC
14466,9,3,17,0,0,0.0019,Low,2026-04-04 09:56:33 UTC
32197,6,9,12,0,0,0.1373,Low,2026-04-04 09:56:33 UTC
22786,5,5,9,0,0,0.0939,Low,2026-04-04 09:56:33 UTC
13762,2,8,9,0,0,0.2774,Medium,2026-04-04 09:56:33 UTC
32200,10,11,15,0,0,0.0032,Low,2026-04-04 09:56:33 UTC
4460,7,7,19,0,0,0.1191,Low,2026-04-04 09:56:33 UTC
33876,10,8,11,0,0,0.0316,Low,2026-04-04 09:56:33 UTC
22074,6,7,17,0,0,0.2644,Medium,2026-04-04 09:56:33 UTC
23196,5,1,11,0,0,0.0097,Low,2026-04-04 09:56:33 UTC
26935,2,14,6,1,0,0.0474,Low,2026-04-04 09:56:33 UTC
14908,1,10,3,0,0,0.0026,Low,2026-04-04 09:56:33 UTC
2959,10,13,6,0,0,0.1276,Low,2026-04-04 09:56:33 UTC
17716,3,5,3,0,0,0.0254,Low,2026-04-04 09:56:33 UTC
19400,6,13,7,0,0,0.0175,Low,2026-04-04 09:56:33 UTC
3654,3,9,5,0,0,0.1544,Low,2026-04-04 09:56:33 UTC
14628,2,9,11,0,0,0.1263,Low,2026-04-04 09:56:33 UTC
28154,5,13,1,0,0,0.0109,Low,2026-04-04 09:56:33 UTC
4419,4,2,2,0,0,0.0019,Low,2026-04-04 09:56:33 UTC
26854,4,5,21,1,0,0.0034,Low,2026-04-04 09:56:33 UTC
29022,2,15,5,0,0,0.0233,Low,2026-04-04 09:56:33 UTC
21829,1,5,12,0,0,0.0637,Low,2026-04-04 09:56:33 UTC
7992,5,12,23,0,0,0.0162,Low,2026-04-04 09:56:33 UTC
17694,5,1,5,0,0,0.0024,Low,2026-04-04 09:56:33 UTC
29574,6,12,5,0,0,0.0012,Low,2026-04-04 09:56:33 UTC
3613,9,2,12,0,0,0.0972,Low,2026-04-04 09:56:33 UTC
20294,7,4,13,0,0,0.0006,Low,2026-04-04 09:56:33 UTC
15540,2,13,11,0,0,0.2483,Medium,2026-04-04 09:56:33 UTC
18595,5,11,18,0,0,0.0216,Low,2026-04-04 09:56:33 UTC
8519,4,1,22,0,0,0.0004,Low,2026-04-04 09:56:33 UTC
25316,6,15,19,0,0,0.0429,Low,2026-04-04 09:56:33 UTC
34704,8,13,23,0,0,0.036,Low,2026-04-04 09:56:33 UTC
19992,6,11,23,0,0,0.0375,Low,2026-04-04 09:56:33 UTC
19593,1,7,8,0,0,0.0096,Low,2026-04-04 09:56:33 UTC
1849,10,14,0,0,0,1e-04,Low,2026-04-04 09:56:33 UTC
10943,9,5,22,0,0,0.001,Low,2026-04-04 09:56:33 UTC
10943,4,5,22,0,0,0.0032,Low,2026-04-04 09:56:33 UTC
31589,5,4,4,0,0,0.0358,Low,2026-04-04 09:56:33 UTC
1025,9,5,16,0,0,0.0016,Low,2026-04-04 09:56:33 UTC
13376,1,7,7,0,0,0.2475,Medium,2026-04-04 09:56:33 UTC
21721,5,4,0,0,0,0.0474,Low,2026-04-04 09:56:33 UTC
11482,10,11,9,0,0,0.0004,Low,2026-04-04 09:56:33 UTC
20306,3,14,1,0,0,0.0011,Low,2026-04-04 09:56:33 UTC
34845,6,2,20,0,0,0.0107,Low,2026-04-04 09:56:33 UTC
13718,2,14,13,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
22064,6,1,7,0,0,0.001,Low,2026-04-04 09:56:33 UTC
20632,10,5,15,0,0,0.0069,Low,2026-04-04 09:56:33 UTC
19990,10,13,21,0,0,0.0154,Low,2026-04-04 09:56:33 UTC
21889,7,2,0,0,0,0.0044,Low,2026-04-04 09:56:33 UTC
23611,9,11,18,0,0,0.0298,Low,2026-04-04 09:56:33 UTC
21616,7,14,15,0,0,0.0507,Low,2026-04-04 09:56:33 UTC
19197,10,9,20,0,0,0.0073,Low,2026-04-04 09:56:33 UTC
28911,5,2,14,0,0,0.0076,Low,2026-04-04 09:56:33 UTC
32410,6,5,9,0,0,0.108,Low,2026-04-04 09:56:33 UTC
34696,1,12,15,0,0,0.0306,Low,2026-04-04 09:56:33 UTC
32149,6,5,12,0,0,0.1985,Low,2026-04-04 09:56:33 UTC
31955,3,5,10,0,0,0.0258,Low,2026-04-04 09:56:33 UTC
25342,6,15,21,0,0,0.003,Low,2026-04-04 09:56:33 UTC
33646,9,2,21,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
13736,4,8,7,0,0,0.0044,Low,2026-04-04 09:56:33 UTC
14031,3,4,14,0,0,0.0517,Low,2026-04-04 09:56:33 UTC
12515,3,4,10,0,0,0.0435,Low,2026-04-04 09:56:33 UTC
30519,1,5,14,0,0,0.0042,Low,2026-04-04 09:56:33 UTC
12656,9,3,7,0,0,0.2236,Medium,2026-04-04 09:56:33 UTC
29389,6,4,12,0,1,0.6835,High,2026-04-04 09:56:33 UTC
32364,2,15,11,0,0,0.0044,Low,2026-04-04 09:56:33 UTC
15442,6,11,9,0,0,0.0431,Low,2026-04-04 09:56:33 UTC
10942,3,2,21,0,0,0.0269,Low,2026-04-04 09:56:33 UTC
3179,5,4,10,0,0,0.0394,Low,2026-04-04 09:56:33 UTC
27720,9,10,23,0,0,0.0336,Low,2026-04-04 09:56:33 UTC
14369,2,14,16,0,0,0.0557,Low,2026-04-04 09:56:33 UTC
26433,2,15,8,0,0,0.0122,Low,2026-04-04 09:56:33 UTC
21913,2,12,0,0,0,0.0149,Low,2026-04-04 09:56:33 UTC
22977,10,8,8,0,0,0.1412,Low,2026-04-04 09:56:33 UTC
32082,4,5,17,0,0,0.005,Low,2026-04-04 09:56:33 UTC
20321,6,13,16,0,0,0.2062,Medium,2026-04-04 09:56:33 UTC
5131,4,7,18,0,0,0.1263,Low,2026-04-04 09:56:33 UTC
4635,2,10,2,0,0,0.1984,Low,2026-04-04 09:56:33 UTC
23473,2,9,0,0,0,0.0472,Low,2026-04-04 09:56:33 UTC
20739,9,12,2,0,0,0.1822,Low,2026-04-04 09:56:33 UTC
2829,8,10,20,1,1,0.9362,High,2026-04-04 09:56:33 UTC
29933,6,12,4,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
26462,7,14,13,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
17024,2,15,7,0,0,0.0022,Low,2026-04-04 09:56:33 UTC
26404,7,5,3,0,0,0.0093,Low,2026-04-04 09:56:33 UTC
23210,9,15,1,0,0,0.0092,Low,2026-04-04 09:56:33 UTC
19532,6,2,19,0,0,0.0017,Low,2026-04-04 09:56:33 UTC
34696,1,5,15,0,0,0.0219,Low,2026-04-04 09:56:33 UTC
1649,7,12,16,0,0,0.0885,Low,2026-04-04 09:56:33 UTC
26171,6,9,10,0,0,0.0501,Low,2026-04-04 09:56:33 UTC
9854,3,14,13,0,0,0.0403,Low,2026-04-04 09:56:33 UTC
32978,9,4,1,0,0,0.0126,Low,2026-04-04 09:56:33 UTC
11764,3,2,3,0,0,0.0146,Low,2026-04-04 09:56:33 UTC
26319,7,3,14,0,0,0.0099,Low,2026-04-04 09:56:33 UTC
9807,5,15,14,0,0,0.2987,Medium,2026-04-04 09:56:33 UTC
26850,4,8,17,0,0,0.0164,Low,2026-04-04 09:56:33 UTC
12006,7,14,5,0,0,0.1688,Low,2026-04-04 09:56:33 UTC
24010,10,4,9,0,0,0.0272,Low,2026-04-04 09:56:33 UTC
4761,4,13,8,0,0,0.0991,Low,2026-04-04 09:56:33 UTC
23196,5,15,11,0,0,0.0073,Low,2026-04-04 09:56:33 UTC
8873,4,10,16,0,0,0.0213,Low,2026-04-04 09:56:33 UTC
10943,9,2,22,0,0,0.0125,Low,2026-04-04 09:56:33 UTC
10943,4,2,22,0,0,0.0981,Low,2026-04-04 09:56:33 UTC
11200,5,7,15,0,0,0.0657,Low,2026-04-04 09:56:33 UTC
21416,8,5,7,0,0,0.0205,Low,2026-04-04 09:56:33 UTC
21541,2,13,12,0,0,0.0556,Low,2026-04-04 09:56:33 UTC
21541,7,13,12,0,0,0.0657,Low,2026-04-04 09:56:33 UTC
22786,5,7,9,0,0,0.0255,Low,2026-04-04 09:56:33 UTC
4890,10,3,17,0,0,0.0302,Low,2026-04-04 09:56:33 UTC
11499,5,8,2,0,0,0.0009,Low,2026-04-04 09:56:33 UTC
408,4,7,23,1,1,0.932,High,2026-04-04 09:56:33 UTC
34751,10,1,22,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
4352,5,14,7,0,0,0.0176,Low,2026-04-04 09:56:33 UTC
7266,5,14,17,0,0,0.1319,Low,2026-04-04 09:56:33 UTC
28743,8,1,14,0,0,0.0013,Low,2026-04-04 09:56:33 UTC
34258,7,11,9,0,0,0.0121,Low,2026-04-04 09:56:33 UTC
16702,6,8,21,0,1,0.691,High,2026-04-04 09:56:33 UTC
34694,2,1,13,0,0,0.0028,Low,2026-04-04 09:56:33 UTC
1836,5,5,11,0,0,0.0265,Low,2026-04-04 09:56:33 UTC
5422,5,14,21,0,0,0.357,Medium,2026-04-04 09:56:33 UTC
1442,9,1,1,0,0,1e-04,Low,2026-04-04 09:56:33 UTC
7583,3,15,22,0,0,0.011,Low,2026-04-04 09:56:33 UTC
7583,5,15,22,0,0,0.0114,Low,2026-04-04 09:56:33 UTC
13659,5,10,2,0,0,0.0088,Low,2026-04-04 09:56:33 UTC
26911,6,15,6,0,0,0.0155,Low,2026-04-04 09:56:33 UTC
20596,2,2,3,0,0,1e-04,Low,2026-04-04 09:56:33 UTC
28749,1,1,20,0,0,0.0017,Low,2026-04-04 09:56:33 UTC
27981,5,5,20,0,0,0.0078,Low,2026-04-04 09:56:33 UTC
12536,3,13,7,0,0,0.0454,Low,2026-04-04 09:56:33 UTC
20244,1,14,11,0,0,0.0659,Low,2026-04-04 09:56:33 UTC
4993,9,8,0,0,0,0.1421,Low,2026-04-04 09:56:33 UTC
27873,9,7,8,0,0,0.0206,Low,2026-04-04 09:56:33 UTC
3363,4,5,2,0,0,0.0077,Low,2026-04-04 09:56:33 UTC
4905,2,4,8,0,0,0.1123,Low,2026-04-04 09:56:33 UTC
7941,6,3,20,0,0,0.0797,Low,2026-04-04 09:56:33 UTC
20967,6,4,14,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
17534,8,14,13,0,0,0.0698,Low,2026-04-04 09:56:33 UTC
9291,10,14,2,0,0,0.1012,Low,2026-04-04 09:56:33 UTC
27720,9,7,23,0,0,0.0064,Low,2026-04-04 09:56:33 UTC
27800,7,11,7,0,0,0.0172,Low,2026-04-04 09:56:33 UTC
23257,6,3,0,0,0,0.2137,Medium,2026-04-04 09:56:33 UTC
34694,2,11,13,0,0,0.0172,Low,2026-04-04 09:56:33 UTC
12732,4,5,11,0,0,0.1155,Low,2026-04-04 09:56:33 UTC
19990,10,13,21,1,0,0.0088,Low,2026-04-04 09:56:33 UTC
18847,5,9,6,1,0,0.0057,Low,2026-04-04 09:56:33 UTC
9090,7,4,17,0,0,0.0033,Low,2026-04-04 09:56:33 UTC
13621,8,12,12,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
13288,4,14,15,0,0,0.0795,Low,2026-04-04 09:56:33 UTC
3654,3,15,5,0,0,0.015,Low,2026-04-04 09:56:33 UTC
13473,10,10,8,0,0,0.0078,Low,2026-04-04 09:56:33 UTC
7905,4,7,8,0,0,0.2315,Medium,2026-04-04 09:56:33 UTC
29763,8,3,2,0,0,0.0201,Low,2026-04-04 09:56:33 UTC
15279,5,12,14,0,0,0.1212,Low,2026-04-04 09:56:33 UTC
15863,4,12,22,0,0,0.1095,Low,2026-04-04 09:56:33 UTC
19961,1,11,16,0,0,0.0748,Low,2026-04-04 09:56:33 UTC
29325,2,4,20,0,0,0.0069,Low,2026-04-04 09:56:33 UTC
2458,5,1,9,0,0,0.0973,Low,2026-04-04 09:56:33 UTC
31753,5,4,0,0,1,0.6599,High,2026-04-04 09:56:33 UTC
26960,9,11,7,0,0,0.0297,Low,2026-04-04 09:56:33 UTC
17717,1,15,4,0,0,0.0087,Low,2026-04-04 09:56:33 UTC
29403,1,5,2,0,0,0.0025,Low,2026-04-04 09:56:33 UTC
17494,10,7,21,0,0,0.0252,Low,2026-04-04 09:56:33 UTC
20542,7,12,21,0,0,0.1314,Low,2026-04-04 09:56:33 UTC
11452,6,5,3,0,0,0.0033,Low,2026-04-04 09:56:33 UTC
27394,3,3,9,0,0,0.177,Low,2026-04-04 09:56:33 UTC
27720,9,11,23,0,0,0.0021,Low,2026-04-04 09:56:33 UTC
25436,4,10,19,0,0,0.023,Low,2026-04-04 09:56:33 UTC
13473,10,10,8,0,0,0.0364,Low,2026-04-04 09:56:33 UTC
5459,2,15,10,0,0,0.0097,Low,2026-04-04 09:56:33 UTC
16097,3,12,16,0,0,0.0393,Low,2026-04-04 09:56:33 UTC
23452,5,2,3,0,0,0.002,Low,2026-04-04 09:56:33 UTC
16429,10,5,12,0,0,0.0143,Low,2026-04-04 09:56:33 UTC
16429,7,5,12,0,0,0.0262,Low,2026-04-04 09:56:33 UTC
17883,8,5,2,0,0,0.0055,Low,2026-04-04 09:56:33 UTC
12301,6,10,12,0,0,0.0151,Low,2026-04-04 09:56:33 UTC
14946,4,7,17,0,0,0.0133,Low,2026-04-04 09:56:33 UTC
31262,1,7,13,0,0,0.2005,Medium,2026-04-04 09:56:33 UTC
19393,10,9,0,0,0,0.0008,Low,2026-04-04 09:56:33 UTC
32068,8,4,3,0,0,0.0237,Low,2026-04-04 09:56:33 UTC
17612,5,7,19,0,0,0.3199,Medium,2026-04-04 09:56:33 UTC
23681,7,10,16,0,0,0.146,Low,2026-04-04 09:56:33 UTC
22439,2,5,22,0,0,0.0191,Low,2026-04-04 09:56:33 UTC
1797,7,13,20,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
19568,1,3,7,0,0,0.003,Low,2026-04-04 09:56:33 UTC
34679,8,5,22,0,0,0.0026,Low,2026-04-04 09:56:33 UTC
15409,10,11,0,0,0,0.082,Low,2026-04-04 09:56:33 UTC
25021,7,1,12,0,0,0.063,Low,2026-04-04 09:56:33 UTC
734,5,11,13,0,0,0.0213,Low,2026-04-04 09:56:33 UTC
3591,7,9,14,0,0,0.2213,Medium,2026-04-04 09:56:33 UTC
27283,9,11,18,0,0,0.0624,Low,2026-04-04 09:56:33 UTC
12752,4,7,7,0,0,0.0107,Low,2026-04-04 09:56:33 UTC
28593,10,1,8,0,0,0.0022,Low,2026-04-04 09:56:33 UTC
11389,9,12,12,0,0,0.0469,Low,2026-04-04 09:56:33 UTC
33469,7,3,12,0,0,0.1112,Low,2026-04-04 09:56:33 UTC
10532,5,14,19,0,0,0.0255,Low,2026-04-04 09:56:33 UTC
26979,2,1,2,0,0,0.0003,Low,2026-04-04 09:56:33 UTC
6021,1,15,20,0,0,0.0009,Low,2026-04-04 09:56:33 UTC
6681,5,3,8,0,0,0.0332,Low,2026-04-04 09:56:33 UTC
5166,7,12,5,0,1,0.7628,High,2026-04-04 09:56:33 UTC
385,1,11,0,0,0,0.1177,Low,2026-04-04 09:56:33 UTC
9921,2,15,8,0,0,0.1788,Low,2026-04-04 09:56:33 UTC
12120,2,12,23,0,0,0.0237,Low,2026-04-04 09:56:33 UTC
8869,1,5,12,0,0,0.0084,Low,2026-04-04 09:56:33 UTC
11415,1,5,14,0,0,0.1893,Low,2026-04-04 09:56:33 UTC
13127,4,3,22,0,0,0.0123,Low,2026-04-04 09:56:33 UTC
31418,6,15,1,0,0,0.0017,Low,2026-04-04 09:56:33 UTC
33819,9,8,2,0,0,0.0007,Low,2026-04-04 09:56:33 UTC
10179,8,12,2,0,0,0.1594,Low,2026-04-04 09:56:33 UTC
5131,4,4,18,0,0,0.0108,Low,2026-04-04 09:56:33 UTC
8824,5,12,15,0,0,0.0388,Low,2026-04-04 09:56:33 UTC
24898,6,9,9,0,0,0.0394,Low,2026-04-04 09:56:33 UTC
20657,2,1,16,0,0,0.0048,Low,2026-04-04 09:56:33 UTC
24678,1,5,5,0,0,0.0202,Low,2026-04-04 09:56:33 UTC
5608,7,3,15,0,0,0.0164,Low,2026-04-04 09:56:33 UTC
25295,9,11,22,0,0,0.0772,Low,2026-04-04 09:56:33 UTC
25295,10,11,22,0,0,0.0354,Low,2026-04-04 09:56:33 UTC
3325,1,3,12,0,0,0.0012,Low,2026-04-04 09:56:33 UTC
19692,9,10,11,0,0,0.0256,Low,2026-04-04 09:56:33 UTC
6451,10,14,18,0,0,0.0151,Low,2026-04-04 09:56:33 UTC
6223,4,8,6,0,0,0.1194,Low,2026-04-04 09:56:33 UTC
32489,5,5,16,0,0,0.0204,Low,2026-04-04 09:56:33 UTC
5313,6,5,8,0,0,0.1569,Low,2026-04-04 09:56:33 UTC
5313,8,5,8,0,0,0.0245,Low,2026-04-04 09:56:33 UTC
33869,8,3,4,0,0,0.0165,Low,2026-04-04 09:56:33 UTC
12732,4,12,11,0,0,0.1928,Low,2026-04-04 09:56:33 UTC
30995,5,4,10,0,0,0.0867,Low,2026-04-04 09:56:33 UTC
23753,5,15,16,0,0,0.0042,Low,2026-04-04 09:56:33 UTC
12863,10,3,22,0,0,0.002,Low,2026-04-04 09:56:33 UTC
1831,1,15,6,0,0,0.0101,Low,2026-04-04 09:56:33 UTC
15544,8,11,15,0,0,0.0264,Low,2026-04-04 09:56:33 UTC
26704,7,2,15,0,0,0.0101,Low,2026-04-04 09:56:33 UTC
26704,4,2,15,0,0,0.0035,Low,2026-04-04 09:56:33 UTC
2459,1,15,10,0,0,0.0027,Low,2026-04-04 09:56:33 UTC
18310,8,2,21,0,0,0.0038,Low,2026-04-04 09:56:33 UTC
13576,3,2,15,0,0,0.0096,Low,2026-04-04 09:56:33 UTC
21721,5,12,0,0,0,0.0729,Low,2026-04-04 09:56:33 UTC
570,10,15,17,0,0,0.0284,Low,2026-04-04 09:56:33 UTC
27966,6,5,5,0,0,0.0565,Low,2026-04-04 09:56:33 UTC
25436,4,8,19,0,0,0.0737,Low,2026-04-04 09:56:33 UTC
12312,6,4,23,0,0,0.2073,Medium,2026-04-04 09:56:33 UTC
19990,10,12,21,0,0,0.0068,Low,2026-04-04 09:56:33 UTC
24083,10,1,10,0,0,0.0008,Low,2026-04-04 09:56:33 UTC
5751,7,4,14,0,0,0.0407,Low,2026-04-04 09:56:33 UTC
31055,5,1,22,0,0,0.0006,Low,2026-04-04 09:56:33 UTC
24422,8,14,13,0,0,0.2765,Medium,2026-04-04 09:56:33 UTC
30518,1,8,13,0,0,0.0524,Low,2026-04-04 09:56:33 UTC
19894,3,1,21,0,0,0.0028,Low,2026-04-04 09:56:33 UTC
19961,1,11,16,0,0,0.1018,Low,2026-04-04 09:56:33 UTC
27520,7,7,15,0,0,0.0884,Low,2026-04-04 09:56:33 UTC
15208,2,15,15,0,0,0.013,Low,2026-04-04 09:56:33 UTC
19961,1,7,16,0,0,0.0487,Low,2026-04-04 09:56:33 UTC
9005,1,15,4,0,0,0.0836,Low,2026-04-04 09:56:33 UTC
1497,8,8,8,0,0,0.0008,Low,2026-04-04 09:56:33 UTC
25145,6,5,16,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
17842,3,12,9,0,0,0.0036,Low,2026-04-04 09:56:33 UTC
16310,5,1,13,0,0,0.0028,Low,2026-04-04 09:56:33 UTC
16310,4,1,13,0,0,0.0055,Low,2026-04-04 09:56:33 UTC
24114,10,5,17,0,0,0.0014,Low,2026-04-04 09:56:33 UTC
26670,10,5,5,0,0,0.0524,Low,2026-04-04 09:56:33 UTC
5504,6,8,7,0,0,0.0023,Low,2026-04-04 09:56:33 UTC
4993,9,7,0,0,0,0.287,Medium,2026-04-04 09:56:33 UTC
20569,1,10,0,0,0,0.0004,Low,2026-04-04 09:56:33 UTC
16097,3,11,16,0,0,0.1935,Low,2026-04-04 09:56:33 UTC
5757,3,8,20,0,0,0.0367,Low,2026-04-04 09:56:33 UTC
25610,9,13,1,0,0,0.0403,Low,2026-04-04 09:56:33 UTC
24658,7,11,9,0,0,0.015,Low,2026-04-04 09:56:33 UTC
14339,7,12,10,0,0,0.0084,Low,2026-04-04 09:56:33 UTC
17328,8,8,23,0,0,0.2813,Medium,2026-04-04 09:56:33 UTC
18038,1,4,13,0,0,0.0147,Low,2026-04-04 09:56:33 UTC
17087,5,3,22,0,0,0.0034,Low,2026-04-04 09:56:33 UTC
17087,8,3,22,0,0,0.018,Low,2026-04-04 09:56:33 UTC
6918,4,3,5,0,0,0.0003,Low,2026-04-04 09:56:33 UTC
